"","method","Nt","p0","p1","miss0","miss1"
"598","GI",200,0.9,0.9,0.3,0.3
"599","GI",200,0.9,0.9,0.3,0.4
"600","GI",200,0.9,0.9,0.3,0.5
"601","GI",200,0.9,0.9,0.4,0
"602","GI",200,0.9,0.9,0.4,0.1
"603","GI",200,0.9,0.9,0.4,0.2
"604","GI",200,0.9,0.9,0.4,0.3
"605","GI",200,0.9,0.9,0.4,0.4
"606","GI",200,0.9,0.9,0.4,0.5
"607","GI",200,0.9,0.9,0.5,0
"608","GI",200,0.9,0.9,0.5,0.1
"609","GI",200,0.9,0.9,0.5,0.2
"610","GI",200,0.9,0.9,0.5,0.3
"611","GI",200,0.9,0.9,0.5,0.4
"612","GI",200,0.9,0.9,0.5,0.5
"613","GI",526,0.1,0.2,0,0
"614","GI",526,0.1,0.2,0,0.1
"615","GI",526,0.1,0.2,0,0.2
"616","GI",526,0.1,0.2,0,0.3
"617","GI",526,0.1,0.2,0,0.4
"618","GI",526,0.1,0.2,0,0.5
"619","GI",526,0.1,0.2,0.1,0
"620","GI",526,0.1,0.2,0.1,0.1
"621","GI",526,0.1,0.2,0.1,0.2
"622","GI",526,0.1,0.2,0.1,0.3
"623","GI",526,0.1,0.2,0.1,0.4
"624","GI",526,0.1,0.2,0.1,0.5
"625","GI",526,0.1,0.2,0.2,0
"626","GI",526,0.1,0.2,0.2,0.1
"627","GI",526,0.1,0.2,0.2,0.2
"628","GI",526,0.1,0.2,0.2,0.3
"629","GI",526,0.1,0.2,0.2,0.4
"630","GI",526,0.1,0.2,0.2,0.5
"631","GI",526,0.1,0.2,0.3,0
"632","GI",526,0.1,0.2,0.3,0.1
"633","GI",526,0.1,0.2,0.3,0.2
"634","GI",526,0.1,0.2,0.3,0.3
"635","GI",526,0.1,0.2,0.3,0.4
"636","GI",526,0.1,0.2,0.3,0.5
"637","GI",526,0.1,0.2,0.4,0
"638","GI",526,0.1,0.2,0.4,0.1
"639","GI",526,0.1,0.2,0.4,0.2
"640","GI",526,0.1,0.2,0.4,0.3
"641","GI",526,0.1,0.2,0.4,0.4
"642","GI",526,0.1,0.2,0.4,0.5
"643","GI",526,0.1,0.2,0.5,0
"644","GI",526,0.1,0.2,0.5,0.1
"645","GI",526,0.1,0.2,0.5,0.2
"646","GI",526,0.1,0.2,0.5,0.3
"647","GI",526,0.1,0.2,0.5,0.4
"648","GI",526,0.1,0.2,0.5,0.5
"649","GI",162,0.1,0.3,0,0
"650","GI",162,0.1,0.3,0,0.1
"651","GI",162,0.1,0.3,0,0.2
"652","GI",162,0.1,0.3,0,0.3
"653","GI",162,0.1,0.3,0,0.4
"654","GI",162,0.1,0.3,0,0.5
"655","GI",162,0.1,0.3,0.1,0
"656","GI",162,0.1,0.3,0.1,0.1
"657","GI",162,0.1,0.3,0.1,0.2
"658","GI",162,0.1,0.3,0.1,0.3
"659","GI",162,0.1,0.3,0.1,0.4
"660","GI",162,0.1,0.3,0.1,0.5
"661","GI",162,0.1,0.3,0.2,0
"662","GI",162,0.1,0.3,0.2,0.1
"663","GI",162,0.1,0.3,0.2,0.2
"664","GI",162,0.1,0.3,0.2,0.3
"665","GI",162,0.1,0.3,0.2,0.4
"666","GI",162,0.1,0.3,0.2,0.5
"667","GI",162,0.1,0.3,0.3,0
"668","GI",162,0.1,0.3,0.3,0.1
"669","GI",162,0.1,0.3,0.3,0.2
"670","GI",162,0.1,0.3,0.3,0.3
"671","GI",162,0.1,0.3,0.3,0.4
"672","GI",162,0.1,0.3,0.3,0.5
"673","GI",162,0.1,0.3,0.4,0
"674","GI",162,0.1,0.3,0.4,0.1
"675","GI",162,0.1,0.3,0.4,0.2
"676","GI",162,0.1,0.3,0.4,0.3
"677","GI",162,0.1,0.3,0.4,0.4
"678","GI",162,0.1,0.3,0.4,0.5
"679","GI",162,0.1,0.3,0.5,0
"680","GI",162,0.1,0.3,0.5,0.1
"681","GI",162,0.1,0.3,0.5,0.2
"682","GI",162,0.1,0.3,0.5,0.3
"683","GI",162,0.1,0.3,0.5,0.4
"684","GI",162,0.1,0.3,0.5,0.5
"685","GI",82,0.1,0.4,0,0
"686","GI",82,0.1,0.4,0,0.1
"687","GI",82,0.1,0.4,0,0.2
"688","GI",82,0.1,0.4,0,0.3
"689","GI",82,0.1,0.4,0,0.4
"690","GI",82,0.1,0.4,0,0.5
"691","GI",82,0.1,0.4,0.1,0
"692","GI",82,0.1,0.4,0.1,0.1
"693","GI",82,0.1,0.4,0.1,0.2
"694","GI",82,0.1,0.4,0.1,0.3
"695","GI",82,0.1,0.4,0.1,0.4
"696","GI",82,0.1,0.4,0.1,0.5
"697","GI",82,0.1,0.4,0.2,0
"698","GI",82,0.1,0.4,0.2,0.1
"699","GI",82,0.1,0.4,0.2,0.2
"700","GI",82,0.1,0.4,0.2,0.3
"701","GI",82,0.1,0.4,0.2,0.4
"702","GI",82,0.1,0.4,0.2,0.5
"703","GI",82,0.1,0.4,0.3,0
"704","GI",82,0.1,0.4,0.3,0.1
"705","GI",82,0.1,0.4,0.3,0.2
"706","GI",82,0.1,0.4,0.3,0.3
"707","GI",82,0.1,0.4,0.3,0.4
"708","GI",82,0.1,0.4,0.3,0.5
"709","GI",82,0.1,0.4,0.4,0
"710","GI",82,0.1,0.4,0.4,0.1
"711","GI",82,0.1,0.4,0.4,0.2
"712","GI",82,0.1,0.4,0.4,0.3
"713","GI",82,0.1,0.4,0.4,0.4
"714","GI",82,0.1,0.4,0.4,0.5
"715","GI",82,0.1,0.4,0.5,0
"716","GI",82,0.1,0.4,0.5,0.1
"717","GI",82,0.1,0.4,0.5,0.2
"718","GI",82,0.1,0.4,0.5,0.3
"719","GI",82,0.1,0.4,0.5,0.4
"720","GI",82,0.1,0.4,0.5,0.5
"721","GI",254,0.4,0.6,0,0
"722","GI",254,0.4,0.6,0,0.1
"723","GI",254,0.4,0.6,0,0.2
"724","GI",254,0.4,0.6,0,0.3
"725","GI",254,0.4,0.6,0,0.4
"726","GI",254,0.4,0.6,0,0.5
"727","GI",254,0.4,0.6,0.1,0
"728","GI",254,0.4,0.6,0.1,0.1
"729","GI",254,0.4,0.6,0.1,0.2
"730","GI",254,0.4,0.6,0.1,0.3
"731","GI",254,0.4,0.6,0.1,0.4
"732","GI",254,0.4,0.6,0.1,0.5
"733","GI",254,0.4,0.6,0.2,0
"734","GI",254,0.4,0.6,0.2,0.1
"735","GI",254,0.4,0.6,0.2,0.2
"736","GI",254,0.4,0.6,0.2,0.3
"737","GI",254,0.4,0.6,0.2,0.4
"738","GI",254,0.4,0.6,0.2,0.5
"739","GI",254,0.4,0.6,0.3,0
"740","GI",254,0.4,0.6,0.3,0.1
"741","GI",254,0.4,0.6,0.3,0.2
"742","GI",254,0.4,0.6,0.3,0.3
"743","GI",254,0.4,0.6,0.3,0.4
"744","GI",254,0.4,0.6,0.3,0.5
"745","GI",254,0.4,0.6,0.4,0
"746","GI",254,0.4,0.6,0.4,0.1
"747","GI",254,0.4,0.6,0.4,0.2
"748","GI",254,0.4,0.6,0.4,0.3
"749","GI",254,0.4,0.6,0.4,0.4
"750","GI",254,0.4,0.6,0.4,0.5
"751","GI",254,0.4,0.6,0.5,0
"752","GI",254,0.4,0.6,0.5,0.1
"753","GI",254,0.4,0.6,0.5,0.2
"754","GI",254,0.4,0.6,0.5,0.3
"755","GI",254,0.4,0.6,0.5,0.4
"756","GI",254,0.4,0.6,0.5,0.5
"757","GI",82,0.6,0.9,0,0
"758","GI",82,0.6,0.9,0,0.1
"759","GI",82,0.6,0.9,0,0.2
"760","GI",82,0.6,0.9,0,0.3
"761","GI",82,0.6,0.9,0,0.4
"762","GI",82,0.6,0.9,0,0.5
"763","GI",82,0.6,0.9,0.1,0
"764","GI",82,0.6,0.9,0.1,0.1
"765","GI",82,0.6,0.9,0.1,0.2
"766","GI",82,0.6,0.9,0.1,0.3
"767","GI",82,0.6,0.9,0.1,0.4
"768","GI",82,0.6,0.9,0.1,0.5
"769","GI",82,0.6,0.9,0.2,0
"770","GI",82,0.6,0.9,0.2,0.1
"771","GI",82,0.6,0.9,0.2,0.2
"772","GI",82,0.6,0.9,0.2,0.3
"773","GI",82,0.6,0.9,0.2,0.4
"774","GI",82,0.6,0.9,0.2,0.5
"775","GI",82,0.6,0.9,0.3,0
"776","GI",82,0.6,0.9,0.3,0.1
"777","GI",82,0.6,0.9,0.3,0.2
"778","GI",82,0.6,0.9,0.3,0.3
"779","GI",82,0.6,0.9,0.3,0.4
"780","GI",82,0.6,0.9,0.3,0.5
"781","GI",82,0.6,0.9,0.4,0
"782","GI",82,0.6,0.9,0.4,0.1
"783","GI",82,0.6,0.9,0.4,0.2
"784","GI",82,0.6,0.9,0.4,0.3
"785","GI",82,0.6,0.9,0.4,0.4
"786","GI",82,0.6,0.9,0.4,0.5
"787","GI",82,0.6,0.9,0.5,0
"788","GI",82,0.6,0.9,0.5,0.1
"789","GI",82,0.6,0.9,0.5,0.2
"790","GI",82,0.6,0.9,0.5,0.3
"791","GI",82,0.6,0.9,0.5,0.4
"792","GI",82,0.6,0.9,0.5,0.5
"793","GI",162,0.7,0.9,0,0
"794","GI",162,0.7,0.9,0,0.1
"795","GI",162,0.7,0.9,0,0.2
"796","GI",162,0.7,0.9,0,0.3
"797","GI",162,0.7,0.9,0,0.4
"798","GI",162,0.7,0.9,0,0.5
"799","GI",162,0.7,0.9,0.1,0
"800","GI",162,0.7,0.9,0.1,0.1
"801","GI",162,0.7,0.9,0.1,0.2
"802","GI",162,0.7,0.9,0.1,0.3
"803","GI",162,0.7,0.9,0.1,0.4
"804","GI",162,0.7,0.9,0.1,0.5
"805","GI",162,0.7,0.9,0.2,0
"806","GI",162,0.7,0.9,0.2,0.1
"807","GI",162,0.7,0.9,0.2,0.2
"808","GI",162,0.7,0.9,0.2,0.3
"809","GI",162,0.7,0.9,0.2,0.4
"810","GI",162,0.7,0.9,0.2,0.5
"811","GI",162,0.7,0.9,0.3,0
"812","GI",162,0.7,0.9,0.3,0.1
"813","GI",162,0.7,0.9,0.3,0.2
"814","GI",162,0.7,0.9,0.3,0.3
"815","GI",162,0.7,0.9,0.3,0.4
"816","GI",162,0.7,0.9,0.3,0.5
"817","GI",162,0.7,0.9,0.4,0
"818","GI",162,0.7,0.9,0.4,0.1
"819","GI",162,0.7,0.9,0.4,0.2
"820","GI",162,0.7,0.9,0.4,0.3
"821","GI",162,0.7,0.9,0.4,0.4
"822","GI",162,0.7,0.9,0.4,0.5
"823","GI",162,0.7,0.9,0.5,0
"824","GI",162,0.7,0.9,0.5,0.1
"825","GI",162,0.7,0.9,0.5,0.2
"826","GI",162,0.7,0.9,0.5,0.3
"827","GI",162,0.7,0.9,0.5,0.4
"828","GI",162,0.7,0.9,0.5,0.5
"829","GI",526,0.8,0.9,0,0
"830","GI",526,0.8,0.9,0,0.1
"831","GI",526,0.8,0.9,0,0.2
"832","GI",526,0.8,0.9,0,0.3
"833","GI",526,0.8,0.9,0,0.4
"834","GI",526,0.8,0.9,0,0.5
"835","GI",526,0.8,0.9,0.1,0
"836","GI",526,0.8,0.9,0.1,0.1
"837","GI",526,0.8,0.9,0.1,0.2
"838","GI",526,0.8,0.9,0.1,0.3
"839","GI",526,0.8,0.9,0.1,0.4
"840","GI",526,0.8,0.9,0.1,0.5
"841","GI",526,0.8,0.9,0.2,0
"842","GI",526,0.8,0.9,0.2,0.1
"843","GI",526,0.8,0.9,0.2,0.2
"844","GI",526,0.8,0.9,0.2,0.3
"845","GI",526,0.8,0.9,0.2,0.4
"846","GI",526,0.8,0.9,0.2,0.5
"847","GI",526,0.8,0.9,0.3,0
"848","GI",526,0.8,0.9,0.3,0.1
"849","GI",526,0.8,0.9,0.3,0.2
"850","GI",526,0.8,0.9,0.3,0.3
"851","GI",526,0.8,0.9,0.3,0.4
"852","GI",526,0.8,0.9,0.3,0.5
"853","GI",526,0.8,0.9,0.4,0
"854","GI",526,0.8,0.9,0.4,0.1
"855","GI",526,0.8,0.9,0.4,0.2
"856","GI",526,0.8,0.9,0.4,0.3
"857","GI",526,0.8,0.9,0.4,0.4
"858","GI",526,0.8,0.9,0.4,0.5
"859","GI",526,0.8,0.9,0.5,0
"860","GI",526,0.8,0.9,0.5,0.1
"861","GI",526,0.8,0.9,0.5,0.2
"862","GI",526,0.8,0.9,0.5,0.3
"863","GI",526,0.8,0.9,0.5,0.4
"864","GI",526,0.8,0.9,0.5,0.5
"865","FR",200,0.1,0.1,0,0
"866","FR",200,0.1,0.1,0,0.1
"867","FR",200,0.1,0.1,0,0.2
"868","FR",200,0.1,0.1,0,0.3
"869","FR",200,0.1,0.1,0,0.4
"870","FR",200,0.1,0.1,0,0.5
"871","FR",200,0.1,0.1,0.1,0
"872","FR",200,0.1,0.1,0.1,0.1
"873","FR",200,0.1,0.1,0.1,0.2
"874","FR",200,0.1,0.1,0.1,0.3
"875","FR",200,0.1,0.1,0.1,0.4
"876","FR",200,0.1,0.1,0.1,0.5
"877","FR",200,0.1,0.1,0.2,0
"878","FR",200,0.1,0.1,0.2,0.1
"879","FR",200,0.1,0.1,0.2,0.2
"880","FR",200,0.1,0.1,0.2,0.3
"881","FR",200,0.1,0.1,0.2,0.4
"882","FR",200,0.1,0.1,0.2,0.5
"883","FR",200,0.1,0.1,0.3,0
"884","FR",200,0.1,0.1,0.3,0.1
"885","FR",200,0.1,0.1,0.3,0.2
"886","FR",200,0.1,0.1,0.3,0.3
"887","FR",200,0.1,0.1,0.3,0.4
"888","FR",200,0.1,0.1,0.3,0.5
"889","FR",200,0.1,0.1,0.4,0
"890","FR",200,0.1,0.1,0.4,0.1
"891","FR",200,0.1,0.1,0.4,0.2
"892","FR",200,0.1,0.1,0.4,0.3
"893","FR",200,0.1,0.1,0.4,0.4
"894","FR",200,0.1,0.1,0.4,0.5
"895","FR",200,0.1,0.1,0.5,0
"896","FR",200,0.1,0.1,0.5,0.1
"897","FR",200,0.1,0.1,0.5,0.2
"898","FR",200,0.1,0.1,0.5,0.3
"899","FR",200,0.1,0.1,0.5,0.4
"900","FR",200,0.1,0.1,0.5,0.5
"901","FR",200,0.3,0.3,0,0
"902","FR",200,0.3,0.3,0,0.1
"903","FR",200,0.3,0.3,0,0.2
"904","FR",200,0.3,0.3,0,0.3
"905","FR",200,0.3,0.3,0,0.4
"906","FR",200,0.3,0.3,0,0.5
"907","FR",200,0.3,0.3,0.1,0
"908","FR",200,0.3,0.3,0.1,0.1
"909","FR",200,0.3,0.3,0.1,0.2
"910","FR",200,0.3,0.3,0.1,0.3
"911","FR",200,0.3,0.3,0.1,0.4
"912","FR",200,0.3,0.3,0.1,0.5
"913","FR",200,0.3,0.3,0.2,0
"914","FR",200,0.3,0.3,0.2,0.1
"915","FR",200,0.3,0.3,0.2,0.2
"916","FR",200,0.3,0.3,0.2,0.3
"917","FR",200,0.3,0.3,0.2,0.4
"918","FR",200,0.3,0.3,0.2,0.5
"919","FR",200,0.3,0.3,0.3,0
"920","FR",200,0.3,0.3,0.3,0.1
"921","FR",200,0.3,0.3,0.3,0.2
"922","FR",200,0.3,0.3,0.3,0.3
"923","FR",200,0.3,0.3,0.3,0.4
"924","FR",200,0.3,0.3,0.3,0.5
"925","FR",200,0.3,0.3,0.4,0
"926","FR",200,0.3,0.3,0.4,0.1
"927","FR",200,0.3,0.3,0.4,0.2
"928","FR",200,0.3,0.3,0.4,0.3
"929","FR",200,0.3,0.3,0.4,0.4
"930","FR",200,0.3,0.3,0.4,0.5
"931","FR",200,0.3,0.3,0.5,0
"932","FR",200,0.3,0.3,0.5,0.1
"933","FR",200,0.3,0.3,0.5,0.2
"934","FR",200,0.3,0.3,0.5,0.3
"935","FR",200,0.3,0.3,0.5,0.4
"936","FR",200,0.3,0.3,0.5,0.5
"937","FR",200,0.5,0.5,0,0
"938","FR",200,0.5,0.5,0,0.1
"939","FR",200,0.5,0.5,0,0.2
"940","FR",200,0.5,0.5,0,0.3
"941","FR",200,0.5,0.5,0,0.4
"942","FR",200,0.5,0.5,0,0.5
"943","FR",200,0.5,0.5,0.1,0
"944","FR",200,0.5,0.5,0.1,0.1
"945","FR",200,0.5,0.5,0.1,0.2
"946","FR",200,0.5,0.5,0.1,0.3
"947","FR",200,0.5,0.5,0.1,0.4
"948","FR",200,0.5,0.5,0.1,0.5
"949","FR",200,0.5,0.5,0.2,0
"950","FR",200,0.5,0.5,0.2,0.1
"951","FR",200,0.5,0.5,0.2,0.2
"952","FR",200,0.5,0.5,0.2,0.3
"953","FR",200,0.5,0.5,0.2,0.4
"954","FR",200,0.5,0.5,0.2,0.5
"955","FR",200,0.5,0.5,0.3,0
"956","FR",200,0.5,0.5,0.3,0.1
"957","FR",200,0.5,0.5,0.3,0.2
"958","FR",200,0.5,0.5,0.3,0.3
"959","FR",200,0.5,0.5,0.3,0.4
"960","FR",200,0.5,0.5,0.3,0.5
"961","FR",200,0.5,0.5,0.4,0
"962","FR",200,0.5,0.5,0.4,0.1
"963","FR",200,0.5,0.5,0.4,0.2
"964","FR",200,0.5,0.5,0.4,0.3
"965","FR",200,0.5,0.5,0.4,0.4
"966","FR",200,0.5,0.5,0.4,0.5
"967","FR",200,0.5,0.5,0.5,0
"968","FR",200,0.5,0.5,0.5,0.1
"969","FR",200,0.5,0.5,0.5,0.2
"970","FR",200,0.5,0.5,0.5,0.3
"971","FR",200,0.5,0.5,0.5,0.4
"972","FR",200,0.5,0.5,0.5,0.5
"973","FR",200,0.7,0.7,0,0
"974","FR",200,0.7,0.7,0,0.1
"975","FR",200,0.7,0.7,0,0.2
"976","FR",200,0.7,0.7,0,0.3
"977","FR",200,0.7,0.7,0,0.4
"978","FR",200,0.7,0.7,0,0.5
"979","FR",200,0.7,0.7,0.1,0
"980","FR",200,0.7,0.7,0.1,0.1
"981","FR",200,0.7,0.7,0.1,0.2
"982","FR",200,0.7,0.7,0.1,0.3
"983","FR",200,0.7,0.7,0.1,0.4
"984","FR",200,0.7,0.7,0.1,0.5
"985","FR",200,0.7,0.7,0.2,0
"986","FR",200,0.7,0.7,0.2,0.1
"987","FR",200,0.7,0.7,0.2,0.2
"988","FR",200,0.7,0.7,0.2,0.3
"989","FR",200,0.7,0.7,0.2,0.4
"990","FR",200,0.7,0.7,0.2,0.5
"991","FR",200,0.7,0.7,0.3,0
"992","FR",200,0.7,0.7,0.3,0.1
"993","FR",200,0.7,0.7,0.3,0.2
"994","FR",200,0.7,0.7,0.3,0.3
"995","FR",200,0.7,0.7,0.3,0.4
"996","FR",200,0.7,0.7,0.3,0.5
"997","FR",200,0.7,0.7,0.4,0
"998","FR",200,0.7,0.7,0.4,0.1
"999","FR",200,0.7,0.7,0.4,0.2
"1000","FR",200,0.7,0.7,0.4,0.3
"1001","FR",200,0.7,0.7,0.4,0.4
"1002","FR",200,0.7,0.7,0.4,0.5
"1003","FR",200,0.7,0.7,0.5,0
"1004","FR",200,0.7,0.7,0.5,0.1
"1005","FR",200,0.7,0.7,0.5,0.2
"1006","FR",200,0.7,0.7,0.5,0.3
"1007","FR",200,0.7,0.7,0.5,0.4
"1008","FR",200,0.7,0.7,0.5,0.5
"1009","FR",200,0.9,0.9,0,0
"1010","FR",200,0.9,0.9,0,0.1
"1011","FR",200,0.9,0.9,0,0.2
"1012","FR",200,0.9,0.9,0,0.3
"1013","FR",200,0.9,0.9,0,0.4
"1014","FR",200,0.9,0.9,0,0.5
"1015","FR",200,0.9,0.9,0.1,0
"1016","FR",200,0.9,0.9,0.1,0.1
"1017","FR",200,0.9,0.9,0.1,0.2
"1018","FR",200,0.9,0.9,0.1,0.3
"1019","FR",200,0.9,0.9,0.1,0.4
"1020","FR",200,0.9,0.9,0.1,0.5
"1021","FR",200,0.9,0.9,0.2,0
"1022","FR",200,0.9,0.9,0.2,0.1
"1023","FR",200,0.9,0.9,0.2,0.2
"1024","FR",200,0.9,0.9,0.2,0.3
"1025","FR",200,0.9,0.9,0.2,0.4
"1026","FR",200,0.9,0.9,0.2,0.5
"1027","FR",200,0.9,0.9,0.3,0
"1028","FR",200,0.9,0.9,0.3,0.1
"1029","FR",200,0.9,0.9,0.3,0.2
"1030","FR",200,0.9,0.9,0.3,0.3
"1031","FR",200,0.9,0.9,0.3,0.4
"1032","FR",200,0.9,0.9,0.3,0.5
"1033","FR",200,0.9,0.9,0.4,0
"1034","FR",200,0.9,0.9,0.4,0.1
"1035","FR",200,0.9,0.9,0.4,0.2
"1036","FR",200,0.9,0.9,0.4,0.3
"1037","FR",200,0.9,0.9,0.4,0.4
"1038","FR",200,0.9,0.9,0.4,0.5
"1039","FR",200,0.9,0.9,0.5,0
"1040","FR",200,0.9,0.9,0.5,0.1
"1041","FR",200,0.9,0.9,0.5,0.2
"1042","FR",200,0.9,0.9,0.5,0.3
"1043","FR",200,0.9,0.9,0.5,0.4
"1044","FR",200,0.9,0.9,0.5,0.5
"1045","FR",526,0.1,0.2,0,0
"1046","FR",526,0.1,0.2,0,0.1
"1047","FR",526,0.1,0.2,0,0.2
"1048","FR",526,0.1,0.2,0,0.3
"1049","FR",526,0.1,0.2,0,0.4
"1050","FR",526,0.1,0.2,0,0.5
"1051","FR",526,0.1,0.2,0.1,0
"1052","FR",526,0.1,0.2,0.1,0.1
"1053","FR",526,0.1,0.2,0.1,0.2
"1054","FR",526,0.1,0.2,0.1,0.3
"1055","FR",526,0.1,0.2,0.1,0.4
"1056","FR",526,0.1,0.2,0.1,0.5
"1057","FR",526,0.1,0.2,0.2,0
"1058","FR",526,0.1,0.2,0.2,0.1
"1059","FR",526,0.1,0.2,0.2,0.2
"1060","FR",526,0.1,0.2,0.2,0.3
"1061","FR",526,0.1,0.2,0.2,0.4
"1062","FR",526,0.1,0.2,0.2,0.5
"1063","FR",526,0.1,0.2,0.3,0
"1064","FR",526,0.1,0.2,0.3,0.1
"1065","FR",526,0.1,0.2,0.3,0.2
"1066","FR",526,0.1,0.2,0.3,0.3
"1067","FR",526,0.1,0.2,0.3,0.4
"1068","FR",526,0.1,0.2,0.3,0.5
"1069","FR",526,0.1,0.2,0.4,0
"1070","FR",526,0.1,0.2,0.4,0.1
"1071","FR",526,0.1,0.2,0.4,0.2
"1072","FR",526,0.1,0.2,0.4,0.3
"1073","FR",526,0.1,0.2,0.4,0.4
"1074","FR",526,0.1,0.2,0.4,0.5
"1075","FR",526,0.1,0.2,0.5,0
"1076","FR",526,0.1,0.2,0.5,0.1
"1077","FR",526,0.1,0.2,0.5,0.2
"1078","FR",526,0.1,0.2,0.5,0.3
"1079","FR",526,0.1,0.2,0.5,0.4
"1080","FR",526,0.1,0.2,0.5,0.5
"1081","FR",162,0.1,0.3,0,0
"1082","FR",162,0.1,0.3,0,0.1
"1083","FR",162,0.1,0.3,0,0.2
"1084","FR",162,0.1,0.3,0,0.3
"1085","FR",162,0.1,0.3,0,0.4
"1086","FR",162,0.1,0.3,0,0.5
"1087","FR",162,0.1,0.3,0.1,0
"1088","FR",162,0.1,0.3,0.1,0.1
"1089","FR",162,0.1,0.3,0.1,0.2
"1090","FR",162,0.1,0.3,0.1,0.3
"1091","FR",162,0.1,0.3,0.1,0.4
"1092","FR",162,0.1,0.3,0.1,0.5
"1093","FR",162,0.1,0.3,0.2,0
"1094","FR",162,0.1,0.3,0.2,0.1
"1095","FR",162,0.1,0.3,0.2,0.2
"1096","FR",162,0.1,0.3,0.2,0.3
"1097","FR",162,0.1,0.3,0.2,0.4
"1098","FR",162,0.1,0.3,0.2,0.5
"1099","FR",162,0.1,0.3,0.3,0
"1100","FR",162,0.1,0.3,0.3,0.1
"1101","FR",162,0.1,0.3,0.3,0.2
"1102","FR",162,0.1,0.3,0.3,0.3
"1103","FR",162,0.1,0.3,0.3,0.4
"1104","FR",162,0.1,0.3,0.3,0.5
"1105","FR",162,0.1,0.3,0.4,0
"1106","FR",162,0.1,0.3,0.4,0.1
"1107","FR",162,0.1,0.3,0.4,0.2
"1108","FR",162,0.1,0.3,0.4,0.3
"1109","FR",162,0.1,0.3,0.4,0.4
"1110","FR",162,0.1,0.3,0.4,0.5
"1111","FR",162,0.1,0.3,0.5,0
"1112","FR",162,0.1,0.3,0.5,0.1
"1113","FR",162,0.1,0.3,0.5,0.2
"1114","FR",162,0.1,0.3,0.5,0.3
"1115","FR",162,0.1,0.3,0.5,0.4
"1116","FR",162,0.1,0.3,0.5,0.5
"1117","FR",82,0.1,0.4,0,0
"1118","FR",82,0.1,0.4,0,0.1
"1119","FR",82,0.1,0.4,0,0.2
"1120","FR",82,0.1,0.4,0,0.3
"1121","FR",82,0.1,0.4,0,0.4
"1122","FR",82,0.1,0.4,0,0.5
"1123","FR",82,0.1,0.4,0.1,0
"1124","FR",82,0.1,0.4,0.1,0.1
"1125","FR",82,0.1,0.4,0.1,0.2
"1126","FR",82,0.1,0.4,0.1,0.3
"1127","FR",82,0.1,0.4,0.1,0.4
"1128","FR",82,0.1,0.4,0.1,0.5
"1129","FR",82,0.1,0.4,0.2,0
"1130","FR",82,0.1,0.4,0.2,0.1
"1131","FR",82,0.1,0.4,0.2,0.2
"1132","FR",82,0.1,0.4,0.2,0.3
"1133","FR",82,0.1,0.4,0.2,0.4
"1134","FR",82,0.1,0.4,0.2,0.5
"1135","FR",82,0.1,0.4,0.3,0
"1136","FR",82,0.1,0.4,0.3,0.1
"1137","FR",82,0.1,0.4,0.3,0.2
"1138","FR",82,0.1,0.4,0.3,0.3
"1139","FR",82,0.1,0.4,0.3,0.4
"1140","FR",82,0.1,0.4,0.3,0.5
"1141","FR",82,0.1,0.4,0.4,0
"1142","FR",82,0.1,0.4,0.4,0.1
"1143","FR",82,0.1,0.4,0.4,0.2
"1144","FR",82,0.1,0.4,0.4,0.3
"1145","FR",82,0.1,0.4,0.4,0.4
"1146","FR",82,0.1,0.4,0.4,0.5
"1147","FR",82,0.1,0.4,0.5,0
"1148","FR",82,0.1,0.4,0.5,0.1
"1149","FR",82,0.1,0.4,0.5,0.2
"1150","FR",82,0.1,0.4,0.5,0.3
"1151","FR",82,0.1,0.4,0.5,0.4
"1152","FR",82,0.1,0.4,0.5,0.5
"1153","FR",254,0.4,0.6,0,0
"1154","FR",254,0.4,0.6,0,0.1
"1155","FR",254,0.4,0.6,0,0.2
"1156","FR",254,0.4,0.6,0,0.3
"1157","FR",254,0.4,0.6,0,0.4
"1158","FR",254,0.4,0.6,0,0.5
"1159","FR",254,0.4,0.6,0.1,0
"1160","FR",254,0.4,0.6,0.1,0.1
"1161","FR",254,0.4,0.6,0.1,0.2
"1162","FR",254,0.4,0.6,0.1,0.3
"1163","FR",254,0.4,0.6,0.1,0.4
"1164","FR",254,0.4,0.6,0.1,0.5
"1165","FR",254,0.4,0.6,0.2,0
"1166","FR",254,0.4,0.6,0.2,0.1
"1167","FR",254,0.4,0.6,0.2,0.2
"1168","FR",254,0.4,0.6,0.2,0.3
"1169","FR",254,0.4,0.6,0.2,0.4
"1170","FR",254,0.4,0.6,0.2,0.5
"1171","FR",254,0.4,0.6,0.3,0
"1172","FR",254,0.4,0.6,0.3,0.1
"1173","FR",254,0.4,0.6,0.3,0.2
"1174","FR",254,0.4,0.6,0.3,0.3
"1175","FR",254,0.4,0.6,0.3,0.4
"1176","FR",254,0.4,0.6,0.3,0.5
"1177","FR",254,0.4,0.6,0.4,0
"1178","FR",254,0.4,0.6,0.4,0.1
"1179","FR",254,0.4,0.6,0.4,0.2
"1180","FR",254,0.4,0.6,0.4,0.3
"1181","FR",254,0.4,0.6,0.4,0.4
"1182","FR",254,0.4,0.6,0.4,0.5
"1183","FR",254,0.4,0.6,0.5,0
"1184","FR",254,0.4,0.6,0.5,0.1
"1185","FR",254,0.4,0.6,0.5,0.2
"1186","FR",254,0.4,0.6,0.5,0.3
"1187","FR",254,0.4,0.6,0.5,0.4
