"","method","Nt","p0","p1","miss0","miss1","pstar1","pstar1_se","scenario"
"1","TS",200,0.1,0.1,0,0,0.501335,0.0918565751887441,1
"2","TS",200,0.1,0.1,0,0.1,0.498105,0.101402003635734,1
"3","TS",200,0.1,0.1,0,0.2,0.502035,0.104720820399886,1
"4","TS",200,0.1,0.1,0,0.3,0.50612,0.113979765691051,1
"5","TS",200,0.1,0.1,0,0.4,0.493985,0.119047541310571,1
"6","TS",200,0.1,0.1,0,0.5,0.495365,0.129450180085329,1
"7","TS",200,0.1,0.1,0.1,0,0.501195,0.102434319272228,1
"8","TS",200,0.1,0.1,0.1,0.1,0.49993,0.105264551135345,1
"9","TS",200,0.1,0.1,0.1,0.2,0.50114,0.112411016527014,1
"10","TS",200,0.1,0.1,0.1,0.3,0.49263,0.114764777061841,1
"11","TS",200,0.1,0.1,0.1,0.4,0.501015,0.119894409562934,1
"12","TS",200,0.1,0.1,0.1,0.5,0.49842,0.134126035479296,1
"13","TS",200,0.1,0.1,0.2,0,0.50098,0.0995678329248626,1
"14","TS",200,0.1,0.1,0.2,0.1,0.50189,0.110027878440121,1
"15","TS",200,0.1,0.1,0.2,0.2,0.507715,0.114757453126357,1
"16","TS",200,0.1,0.1,0.2,0.3,0.50092,0.118325840815118,1
"17","TS",200,0.1,0.1,0.2,0.4,0.499275,0.129739090510943,1
"18","TS",200,0.1,0.1,0.2,0.5,0.499525,0.133698259523449,1
"19","TS",200,0.1,0.1,0.3,0,0.501505,0.110696041431429,1
"20","TS",200,0.1,0.1,0.3,0.1,0.499585,0.111433927936223,1
"21","TS",200,0.1,0.1,0.3,0.2,0.501355,0.118217868528575,1
"22","TS",200,0.1,0.1,0.3,0.3,0.49828,0.127287051947924,1
"23","TS",200,0.1,0.1,0.3,0.4,0.49863,0.129049901111845,1
"24","TS",200,0.1,0.1,0.3,0.5,0.506835,0.143760303282234,1
"25","TS",200,0.1,0.1,0.4,0,0.503035,0.120492872433631,1
"26","TS",200,0.1,0.1,0.4,0.1,0.500115,0.119571774195184,1
"27","TS",200,0.1,0.1,0.4,0.2,0.50384,0.127527517295945,1
"28","TS",200,0.1,0.1,0.4,0.3,0.49768,0.133553937621675,1
"29","TS",200,0.1,0.1,0.4,0.4,0.500045,0.141328329331637,1
"30","TS",200,0.1,0.1,0.4,0.5,0.501655,0.14854410565999,1
"31","TS",200,0.1,0.1,0.5,0,0.50012,0.128976045917141,1
"32","TS",200,0.1,0.1,0.5,0.1,0.50112,0.129441688612096,1
"33","TS",200,0.1,0.1,0.5,0.2,0.498915,0.137382756548254,1
"34","TS",200,0.1,0.1,0.5,0.3,0.49855,0.137795628142315,1
"35","TS",200,0.1,0.1,0.5,0.4,0.501665,0.147459985156049,1
"36","TS",200,0.1,0.1,0.5,0.5,0.50709,0.150904950893614,1
"37","TS",200,0.3,0.3,0,0,0.49528,0.102832855625992,2
"38","TS",200,0.3,0.3,0,0.1,0.498205,0.107418302289073,2
"39","TS",200,0.3,0.3,0,0.2,0.499155,0.117919744067908,2
"40","TS",200,0.3,0.3,0,0.3,0.49878,0.123242445205782,2
"41","TS",200,0.3,0.3,0,0.4,0.496715,0.140853553375478,2
"42","TS",200,0.3,0.3,0,0.5,0.496425,0.148649726256445,2
"43","TS",200,0.3,0.3,0.1,0,0.51072,0.109124193878762,2
"44","TS",200,0.3,0.3,0.1,0.1,0.501655,0.113178599436335,2
"45","TS",200,0.3,0.3,0.1,0.2,0.498605,0.119879731919642,2
"46","TS",200,0.3,0.3,0.1,0.3,0.49504,0.134500143824045,2
"47","TS",200,0.3,0.3,0.1,0.4,0.49311,0.146485104313667,2
"48","TS",200,0.3,0.3,0.1,0.5,0.48972,0.150412251646751,2
"49","TS",200,0.3,0.3,0.2,0,0.498005,0.113139274659468,2
"50","TS",200,0.3,0.3,0.2,0.1,0.50049,0.124363081644337,2
"51","TS",200,0.3,0.3,0.2,0.2,0.50119,0.128004762095475,2
"52","TS",200,0.3,0.3,0.2,0.3,0.49492,0.136363259489272,2
"53","TS",200,0.3,0.3,0.2,0.4,0.49599,0.149994393955968,2
"54","TS",200,0.3,0.3,0.2,0.5,0.4961,0.160622194884423,2
"55","TS",200,0.3,0.3,0.3,0,0.506085,0.127315383917192,2
