"","method","Nt","p0","p1","miss0","miss1","pstar1","pstar1_se","scenario"
"1","RPW",200,0.1,0.1,0,0,0.5000065,0.0259581363012452,1
"2","RPW",200,0.1,0.1,0,0.1,0.5109885,0.0271959432578274,1
"3","RPW",200,0.1,0.1,0,0.2,0.5227515,0.0279996454578371,1
"4","RPW",200,0.1,0.1,0,0.3,0.535445,0.0295972899934689,1
"5","RPW",200,0.1,0.1,0,0.4,0.5484245,0.0303430777935759,1
"6","RPW",200,0.1,0.1,0,0.5,0.5611935,0.0319720233763501,1
"7","RPW",200,0.1,0.1,0.1,0,0.500029,0.0265109306125642,1
"8","RPW",200,0.1,0.1,0.1,0.1,0.511021,0.0276530111905158,1
"9","RPW",200,0.1,0.1,0.1,0.2,0.522569,0.0290412564889649,1
"10","RPW",200,0.1,0.1,0.1,0.3,0.5349795,0.029965010761503,1
"11","RPW",200,0.1,0.1,0.1,0.4,0.5471855,0.0308980834180033,1
"12","RPW",200,0.1,0.1,0.1,0.5,0.5610705,0.0319211282004969,1
"13","RPW",200,0.1,0.1,0.2,0,0.4996135,0.0271370919577982,1
"14","RPW",200,0.1,0.1,0.2,0.1,0.510553,0.0285007968404754,1
"15","RPW",200,0.1,0.1,0.2,0.2,0.5218465,0.0291228046644748,1
"16","RPW",200,0.1,0.1,0.2,0.3,0.5343365,0.0305166412681578,1
"17","RPW",200,0.1,0.1,0.2,0.4,0.5474645,0.0314448345123925,1
"18","RPW",200,0.1,0.1,0.2,0.5,0.5608855,0.0327065797934632,1
"19","RPW",200,0.1,0.1,0.3,0,0.4991715,0.0280102578568017,1
"20","RPW",200,0.1,0.1,0.3,0.1,0.509875,0.0288415075586528,1
"21","RPW",200,0.1,0.1,0.3,0.2,0.5217015,0.0296617662958223,1
"22","RPW",200,0.1,0.1,0.3,0.3,0.5337215,0.0313883172597073,1
"23","RPW",200,0.1,0.1,0.3,0.4,0.5468465,0.0324217990718514,1
"24","RPW",200,0.1,0.1,0.3,0.5,0.5604265,0.0337423984431348,1
