"","method","Nt","p0","p1","miss0","miss1","POS","POS_se","scenario"
"306","RandUCB",254,0.4,0.6,0.2,0.5,0.865368657905066,0.0497738959034686,12
"307","RandUCB",254,0.4,0.6,0.3,0,0.865368657905066,0.0497738959034686,12
"308","RandUCB",254,0.4,0.6,0.3,0.1,0.865368657905066,0.0497738959034686,12
"309","RandUCB",254,0.4,0.6,0.3,0.2,0.865368657905066,0.0497738959034686,12
"310","RandUCB",254,0.4,0.6,0.3,0.3,0.865368657905066,0.0497738959034686,12
"311","RandUCB",254,0.4,0.6,0.3,0.4,0.865368657905066,0.0497738959034686,12
"312","RandUCB",254,0.4,0.6,0.3,0.5,0.865368657905066,0.0497738959034686,12
"313","RandUCB",254,0.4,0.6,0.4,0,0.865368657905066,0.0497738959034686,12
"314","RandUCB",254,0.4,0.6,0.4,0.1,0.865368657905066,0.0497738959034686,12
"315","RandUCB",254,0.4,0.6,0.4,0.2,0.865368657905066,0.0497738959034686,12
"316","RandUCB",254,0.4,0.6,0.4,0.3,0.865368657905066,0.0497738959034686,12
"317","RandUCB",254,0.4,0.6,0.4,0.4,0.865368657905066,0.0497738959034686,12
"318","RandUCB",254,0.4,0.6,0.4,0.5,0.865368657905066,0.0497738959034686,12
"319","RandUCB",254,0.4,0.6,0.5,0,0.865368657905066,0.0497738959034686,12
"320","RandUCB",254,0.4,0.6,0.5,0.1,0.865368657905066,0.0497738959034686,12
"321","RandUCB",254,0.4,0.6,0.5,0.2,0.865368657905066,0.0497738959034686,12
"322","RandUCB",254,0.4,0.6,0.5,0.3,0.865368657905066,0.0497738959034686,12
"323","RandUCB",254,0.4,0.6,0.5,0.4,0.865368657905066,0.0497738959034686,12
"324","RandUCB",254,0.4,0.6,0.5,0.5,0.865368657905066,0.0497738959034686,12
"325","RandUCB",82,0.6,0.9,0,0,0.865368657905066,0.0497738959034686,9
"326","RandUCB",82,0.6,0.9,0,0.1,0.865368657905066,0.0497738959034686,9
"327","RandUCB",82,0.6,0.9,0,0.2,0.865368657905066,0.0497738959034686,9
"328","RandUCB",82,0.6,0.9,0,0.3,0.865368657905066,0.0497738959034686,9
"329","RandUCB",82,0.6,0.9,0,0.4,0.865368657905066,0.0497738959034686,9
"330","RandUCB",82,0.6,0.9,0,0.5,0.865368657905066,0.0497738959034686,9
"331","RandUCB",82,0.6,0.9,0.1,0,0.865368657905066,0.0497738959034686,9
"332","RandUCB",82,0.6,0.9,0.1,0.1,0.865368657905066,0.0497738959034686,9
"333","RandUCB",82,0.6,0.9,0.1,0.2,0.865368657905066,0.0497738959034686,9
"334","RandUCB",82,0.6,0.9,0.1,0.3,0.865368657905066,0.0497738959034686,9
"335","RandUCB",82,0.6,0.9,0.1,0.4,0.865368657905066,0.0497738959034686,9
"336","RandUCB",82,0.6,0.9,0.1,0.5,0.865368657905066,0.0497738959034686,9
"337","RandUCB",82,0.6,0.9,0.2,0,0.865368657905066,0.0497738959034686,9
"338","RandUCB",82,0.6,0.9,0.2,0.1,0.865368657905066,0.0497738959034686,9
"339","RandUCB",82,0.6,0.9,0.2,0.2,0.865368657905066,0.0497738959034686,9
"340","RandUCB",82,0.6,0.9,0.2,0.3,0.865368657905066,0.0497738959034686,9
"341","RandUCB",82,0.6,0.9,0.2,0.4,0.865368657905066,0.0497738959034686,9
"342","RandUCB",82,0.6,0.9,0.2,0.5,0.865368657905066,0.0497738959034686,9
"343","RandUCB",82,0.6,0.9,0.3,0,0.865368657905066,0.0497738959034686,9
"344","RandUCB",82,0.6,0.9,0.3,0.1,0.865368657905066,0.0497738959034686,9
"345","RandUCB",82,0.6,0.9,0.3,0.2,0.865368657905066,0.0497738959034686,9
"346","RandUCB",82,0.6,0.9,0.3,0.3,0.865368657905066,0.0497738959034686,9
"347","RandUCB",82,0.6,0.9,0.3,0.4,0.865368657905066,0.0497738959034686,9
"348","RandUCB",82,0.6,0.9,0.3,0.5,0.865368657905066,0.0497738959034686,9
"349","RandUCB",82,0.6,0.9,0.4,0,0.865368657905066,0.0497738959034686,9
"350","RandUCB",82,0.6,0.9,0.4,0.1,0.865368657905066,0.0497738959034686,9
"351","RandUCB",82,0.6,0.9,0.4,0.2,0.865368657905066,0.0497738959034686,9
"352","RandUCB",82,0.6,0.9,0.4,0.3,0.865368657905066,0.0497738959034686,9
"353","RandUCB",82,0.6,0.9,0.4,0.4,0.865368657905066,0.0497738959034686,9
"354","RandUCB",82,0.6,0.9,0.4,0.5,0.865368657905066,0.0497738959034686,9
"355","RandUCB",82,0.6,0.9,0.5,0,0.865368657905066,0.0497738959034686,9
"356","RandUCB",82,0.6,0.9,0.5,0.1,0.865368657905066,0.0497738959034686,9
"357","RandUCB",82,0.6,0.9,0.5,0.2,0.865368657905066,0.0497738959034686,9
"358","RandUCB",82,0.6,0.9,0.5,0.3,0.865368657905066,0.0497738959034686,9
"359","RandUCB",82,0.6,0.9,0.5,0.4,0.865368657905066,0.0497738959034686,9
"360","RandUCB",82,0.6,0.9,0.5,0.5,0.865368657905066,0.0497738959034686,9
"361","RandUCB",162,0.7,0.9,0,0,0.865368657905066,0.0497738959034686,10
"362","RandUCB",162,0.7,0.9,0,0.1,0.865368657905066,0.0497738959034686,10
"363","RandUCB",162,0.7,0.9,0,0.2,0.865368657905066,0.0497738959034686,10
"364","RandUCB",162,0.7,0.9,0,0.3,0.865368657905066,0.0497738959034686,10
"365","RandUCB",162,0.7,0.9,0,0.4,0.865368657905066,0.0497738959034686,10
"366","RandUCB",162,0.7,0.9,0,0.5,0.865368657905066,0.0497738959034686,10
"367","RandUCB",162,0.7,0.9,0.1,0,0.865368657905066,0.0497738959034686,10
"368","RandUCB",162,0.7,0.9,0.1,0.1,0.865368657905066,0.0497738959034686,10
"369","RandUCB",162,0.7,0.9,0.1,0.2,0.865368657905066,0.0497738959034686,10
"370","RandUCB",162,0.7,0.9,0.1,0.3,0.865368657905066,0.0497738959034686,10
"371","RandUCB",162,0.7,0.9,0.1,0.4,0.865368657905066,0.0497738959034686,10
"372","RandUCB",162,0.7,0.9,0.1,0.5,0.865368657905066,0.0497738959034686,10
"373","RandUCB",162,0.7,0.9,0.2,0,0.865368657905066,0.0497738959034686,10
"374","RandUCB",162,0.7,0.9,0.2,0.1,0.865368657905066,0.0497738959034686,10
"375","RandUCB",162,0.7,0.9,0.2,0.2,0.865368657905066,0.0497738959034686,10
"376","RandUCB",162,0.7,0.9,0.2,0.3,0.865368657905066,0.0497738959034686,10
"377","RandUCB",162,0.7,0.9,0.2,0.4,0.865368657905066,0.0497738959034686,10
"378","RandUCB",162,0.7,0.9,0.2,0.5,0.865368657905066,0.0497738959034686,10
"379","RandUCB",162,0.7,0.9,0.3,0,0.865368657905066,0.0497738959034686,10
"380","RandUCB",162,0.7,0.9,0.3,0.1,0.865368657905066,0.0497738959034686,10
"381","RandUCB",162,0.7,0.9,0.3,0.2,0.865368657905066,0.0497738959034686,10
"382","RandUCB",162,0.7,0.9,0.3,0.3,0.865368657905066,0.0497738959034686,10
"383","RandUCB",162,0.7,0.9,0.3,0.4,0.865368657905066,0.0497738959034686,10
"384","RandUCB",162,0.7,0.9,0.3,0.5,0.865368657905066,0.0497738959034686,10
"385","RandUCB",162,0.7,0.9,0.4,0,0.865368657905066,0.0497738959034686,10
"386","RandUCB",162,0.7,0.9,0.4,0.1,0.865368657905066,0.0497738959034686,10
"387","RandUCB",162,0.7,0.9,0.4,0.2,0.865368657905066,0.0497738959034686,10
"388","RandUCB",162,0.7,0.9,0.4,0.3,0.865368657905066,0.0497738959034686,10
"389","RandUCB",162,0.7,0.9,0.4,0.4,0.865368657905066,0.0497738959034686,10
"390","RandUCB",162,0.7,0.9,0.4,0.5,0.865368657905066,0.0497738959034686,10
"391","RandUCB",162,0.7,0.9,0.5,0,0.865368657905066,0.0497738959034686,10
"392","RandUCB",162,0.7,0.9,0.5,0.1,0.865368657905066,0.0497738959034686,10
"393","RandUCB",162,0.7,0.9,0.5,0.2,0.865368657905066,0.0497738959034686,10
"394","RandUCB",162,0.7,0.9,0.5,0.3,0.865368657905066,0.0497738959034686,10
"395","RandUCB",162,0.7,0.9,0.5,0.4,0.865368657905066,0.0497738959034686,10
"396","RandUCB",162,0.7,0.9,0.5,0.5,0.865368657905066,0.0497738959034686,10
"397","RandUCB",526,0.8,0.9,0,0,0.865368657905066,0.0497738959034686,11
"398","RandUCB",526,0.8,0.9,0,0.1,0.865368657905066,0.0497738959034686,11
"399","RandUCB",526,0.8,0.9,0,0.2,0.865368657905066,0.0497738959034686,11
"400","RandUCB",526,0.8,0.9,0,0.3,0.865368657905066,0.0497738959034686,11
"401","RandUCB",526,0.8,0.9,0,0.4,0.865368657905066,0.0497738959034686,11
"402","RandUCB",526,0.8,0.9,0,0.5,0.865368657905066,0.0497738959034686,11
"403","RandUCB",526,0.8,0.9,0.1,0,0.865368657905066,0.0497738959034686,11
"404","RandUCB",526,0.8,0.9,0.1,0.1,0.865368657905066,0.0497738959034686,11
"405","RandUCB",526,0.8,0.9,0.1,0.2,0.865368657905066,0.0497738959034686,11
"406","RandUCB",526,0.8,0.9,0.1,0.3,0.865368657905066,0.0497738959034686,11
"407","RandUCB",526,0.8,0.9,0.1,0.4,0.865368657905066,0.0497738959034686,11
"408","RandUCB",526,0.8,0.9,0.1,0.5,0.865368657905066,0.0497738959034686,11
"409","RandUCB",526,0.8,0.9,0.2,0,0.865368657905066,0.0497738959034686,11
"410","RandUCB",526,0.8,0.9,0.2,0.1,0.865368657905066,0.0497738959034686,11
"411","RandUCB",526,0.8,0.9,0.2,0.2,0.865368657905066,0.0497738959034686,11
"412","RandUCB",526,0.8,0.9,0.2,0.3,0.865368657905066,0.0497738959034686,11
"413","RandUCB",526,0.8,0.9,0.2,0.4,0.865368657905066,0.0497738959034686,11
"414","RandUCB",526,0.8,0.9,0.2,0.5,0.865368657905066,0.0497738959034686,11
"415","RandUCB",526,0.8,0.9,0.3,0,0.865368657905066,0.0497738959034686,11
"416","RandUCB",526,0.8,0.9,0.3,0.1,0.865368657905066,0.0497738959034686,11
"417","RandUCB",526,0.8,0.9,0.3,0.2,0.865368657905066,0.0497738959034686,11
"418","RandUCB",526,0.8,0.9,0.3,0.3,0.865368657905066,0.0497738959034686,11
"419","RandUCB",526,0.8,0.9,0.3,0.4,0.865368657905066,0.0497738959034686,11
"420","RandUCB",526,0.8,0.9,0.3,0.5,0.865368657905066,0.0497738959034686,11
"421","RandUCB",526,0.8,0.9,0.4,0,0.865368657905066,0.0497738959034686,11
"422","RandUCB",526,0.8,0.9,0.4,0.1,0.865368657905066,0.0497738959034686,11
"423","RandUCB",526,0.8,0.9,0.4,0.2,0.865368657905066,0.0497738959034686,11
"424","RandUCB",526,0.8,0.9,0.4,0.3,0.865368657905066,0.0497738959034686,11
"425","RandUCB",526,0.8,0.9,0.4,0.4,0.865368657905066,0.0497738959034686,11
"426","RandUCB",526,0.8,0.9,0.4,0.5,0.865368657905066,0.0497738959034686,11
"427","RandUCB",526,0.8,0.9,0.5,0,0.865368657905066,0.0497738959034686,11
"428","RandUCB",526,0.8,0.9,0.5,0.1,0.865368657905066,0.0497738959034686,11
"429","RandUCB",526,0.8,0.9,0.5,0.2,0.865368657905066,0.0497738959034686,11
"430","RandUCB",526,0.8,0.9,0.5,0.3,0.865368657905066,0.0497738959034686,11
"431","RandUCB",526,0.8,0.9,0.5,0.4,0.865368657905066,0.0497738959034686,11
"432","RandUCB",526,0.8,0.9,0.5,0.5,0.865368657905066,0.0497738959034686,11
