"","method","Nt","p0","p1","miss0","miss1","PES","PES_se","scenario"
"67","RandUCB",200,0.3,0.3,0.5,0,0.433006844106464,0.0313057714738815,2
"68","RandUCB",200,0.3,0.3,0.5,0.1,0.433006844106464,0.0313057714738815,2
"69","RandUCB",200,0.3,0.3,0.5,0.2,0.433006844106464,0.0313057714738815,2
"70","RandUCB",200,0.3,0.3,0.5,0.3,0.433006844106464,0.0313057714738815,2
"71","RandUCB",200,0.3,0.3,0.5,0.4,0.433006844106464,0.0313057714738815,2
"72","RandUCB",200,0.3,0.3,0.5,0.5,0.433006844106464,0.0313057714738815,2
"73","RandUCB",200,0.5,0.5,0,0,0.433006844106464,0.0313057714738815,3
"74","RandUCB",200,0.5,0.5,0,0.1,0.433006844106464,0.0313057714738815,3
"75","RandUCB",200,0.5,0.5,0,0.2,0.433006844106464,0.0313057714738815,3
"76","RandUCB",200,0.5,0.5,0,0.3,0.433006844106464,0.0313057714738815,3
"77","RandUCB",200,0.5,0.5,0,0.4,0.433006844106464,0.0313057714738815,3
"78","RandUCB",200,0.5,0.5,0,0.5,0.433006844106464,0.0313057714738815,3
"79","RandUCB",200,0.5,0.5,0.1,0,0.433006844106464,0.0313057714738815,3
"80","RandUCB",200,0.5,0.5,0.1,0.1,0.433006844106464,0.0313057714738815,3
"81","RandUCB",200,0.5,0.5,0.1,0.2,0.433006844106464,0.0313057714738815,3
"82","RandUCB",200,0.5,0.5,0.1,0.3,0.433006844106464,0.0313057714738815,3
"83","RandUCB",200,0.5,0.5,0.1,0.4,0.433006844106464,0.0313057714738815,3
"84","RandUCB",200,0.5,0.5,0.1,0.5,0.433006844106464,0.0313057714738815,3
"85","RandUCB",200,0.5,0.5,0.2,0,0.433006844106464,0.0313057714738815,3
"86","RandUCB",200,0.5,0.5,0.2,0.1,0.433006844106464,0.0313057714738815,3
"87","RandUCB",200,0.5,0.5,0.2,0.2,0.433006844106464,0.0313057714738815,3
"88","RandUCB",200,0.5,0.5,0.2,0.3,0.433006844106464,0.0313057714738815,3
"89","RandUCB",200,0.5,0.5,0.2,0.4,0.433006844106464,0.0313057714738815,3
"90","RandUCB",200,0.5,0.5,0.2,0.5,0.433006844106464,0.0313057714738815,3
"91","RandUCB",200,0.5,0.5,0.3,0,0.433006844106464,0.0313057714738815,3
"92","RandUCB",200,0.5,0.5,0.3,0.1,0.433006844106464,0.0313057714738815,3
"93","RandUCB",200,0.5,0.5,0.3,0.2,0.433006844106464,0.0313057714738815,3
"94","RandUCB",200,0.5,0.5,0.3,0.3,0.433006844106464,0.0313057714738815,3
"95","RandUCB",200,0.5,0.5,0.3,0.4,0.433006844106464,0.0313057714738815,3
"96","RandUCB",200,0.5,0.5,0.3,0.5,0.433006844106464,0.0313057714738815,3
"97","RandUCB",200,0.5,0.5,0.4,0,0.433006844106464,0.0313057714738815,3
"98","RandUCB",200,0.5,0.5,0.4,0.1,0.433006844106464,0.0313057714738815,3
"99","RandUCB",200,0.5,0.5,0.4,0.2,0.433006844106464,0.0313057714738815,3
"100","RandUCB",200,0.5,0.5,0.4,0.3,0.433006844106464,0.0313057714738815,3
"101","RandUCB",200,0.5,0.5,0.4,0.4,0.433006844106464,0.0313057714738815,3
"102","RandUCB",200,0.5,0.5,0.4,0.5,0.433006844106464,0.0313057714738815,3
"103","RandUCB",200,0.5,0.5,0.5,0,0.433006844106464,0.0313057714738815,3
"104","RandUCB",200,0.5,0.5,0.5,0.1,0.433006844106464,0.0313057714738815,3
"105","RandUCB",200,0.5,0.5,0.5,0.2,0.433006844106464,0.0313057714738815,3
"106","RandUCB",200,0.5,0.5,0.5,0.3,0.433006844106464,0.0313057714738815,3
"107","RandUCB",200,0.5,0.5,0.5,0.4,0.433006844106464,0.0313057714738815,3
"108","RandUCB",200,0.5,0.5,0.5,0.5,0.433006844106464,0.0313057714738815,3
"109","RandUCB",200,0.7,0.7,0,0,0.433006844106464,0.0313057714738815,4
"110","RandUCB",200,0.7,0.7,0,0.1,0.433006844106464,0.0313057714738815,4
"111","RandUCB",200,0.7,0.7,0,0.2,0.433006844106464,0.0313057714738815,4
"112","RandUCB",200,0.7,0.7,0,0.3,0.433006844106464,0.0313057714738815,4
"113","RandUCB",200,0.7,0.7,0,0.4,0.433006844106464,0.0313057714738815,4
"114","RandUCB",200,0.7,0.7,0,0.5,0.433006844106464,0.0313057714738815,4
"115","RandUCB",200,0.7,0.7,0.1,0,0.433006844106464,0.0313057714738815,4
"116","RandUCB",200,0.7,0.7,0.1,0.1,0.433006844106464,0.0313057714738815,4
"117","RandUCB",200,0.7,0.7,0.1,0.2,0.433006844106464,0.0313057714738815,4
"118","RandUCB",200,0.7,0.7,0.1,0.3,0.433006844106464,0.0313057714738815,4
"119","RandUCB",200,0.7,0.7,0.1,0.4,0.433006844106464,0.0313057714738815,4
"120","RandUCB",200,0.7,0.7,0.1,0.5,0.433006844106464,0.0313057714738815,4
"121","RandUCB",200,0.7,0.7,0.2,0,0.433006844106464,0.0313057714738815,4
"122","RandUCB",200,0.7,0.7,0.2,0.1,0.433006844106464,0.0313057714738815,4
"123","RandUCB",200,0.7,0.7,0.2,0.2,0.433006844106464,0.0313057714738815,4
"124","RandUCB",200,0.7,0.7,0.2,0.3,0.433006844106464,0.0313057714738815,4
"125","RandUCB",200,0.7,0.7,0.2,0.4,0.433006844106464,0.0313057714738815,4
"126","RandUCB",200,0.7,0.7,0.2,0.5,0.433006844106464,0.0313057714738815,4
"127","RandUCB",200,0.7,0.7,0.3,0,0.433006844106464,0.0313057714738815,4
"128","RandUCB",200,0.7,0.7,0.3,0.1,0.433006844106464,0.0313057714738815,4
"129","RandUCB",200,0.7,0.7,0.3,0.2,0.433006844106464,0.0313057714738815,4
"130","RandUCB",200,0.7,0.7,0.3,0.3,0.433006844106464,0.0313057714738815,4
"131","RandUCB",200,0.7,0.7,0.3,0.4,0.433006844106464,0.0313057714738815,4
"132","RandUCB",200,0.7,0.7,0.3,0.5,0.433006844106464,0.0313057714738815,4
"133","RandUCB",200,0.7,0.7,0.4,0,0.433006844106464,0.0313057714738815,4
"134","RandUCB",200,0.7,0.7,0.4,0.1,0.433006844106464,0.0313057714738815,4
"135","RandUCB",200,0.7,0.7,0.4,0.2,0.433006844106464,0.0313057714738815,4
"136","RandUCB",200,0.7,0.7,0.4,0.3,0.433006844106464,0.0313057714738815,4
"137","RandUCB",200,0.7,0.7,0.4,0.4,0.433006844106464,0.0313057714738815,4
"138","RandUCB",200,0.7,0.7,0.4,0.5,0.433006844106464,0.0313057714738815,4
"139","RandUCB",200,0.7,0.7,0.5,0,0.433006844106464,0.0313057714738815,4
"140","RandUCB",200,0.7,0.7,0.5,0.1,0.433006844106464,0.0313057714738815,4
"141","RandUCB",200,0.7,0.7,0.5,0.2,0.433006844106464,0.0313057714738815,4
"142","RandUCB",200,0.7,0.7,0.5,0.3,0.433006844106464,0.0313057714738815,4
"143","RandUCB",200,0.7,0.7,0.5,0.4,0.433006844106464,0.0313057714738815,4
"144","RandUCB",200,0.7,0.7,0.5,0.5,0.433006844106464,0.0313057714738815,4
"145","RandUCB",200,0.9,0.9,0,0,0.433006844106464,0.0313057714738815,5
"146","RandUCB",200,0.9,0.9,0,0.1,0.433006844106464,0.0313057714738815,5
"147","RandUCB",200,0.9,0.9,0,0.2,0.433006844106464,0.0313057714738815,5
"148","RandUCB",200,0.9,0.9,0,0.3,0.433006844106464,0.0313057714738815,5
"149","RandUCB",200,0.9,0.9,0,0.4,0.433006844106464,0.0313057714738815,5
"150","RandUCB",200,0.9,0.9,0,0.5,0.433006844106464,0.0313057714738815,5
"151","RandUCB",200,0.9,0.9,0.1,0,0.433006844106464,0.0313057714738815,5
"152","RandUCB",200,0.9,0.9,0.1,0.1,0.433006844106464,0.0313057714738815,5
"153","RandUCB",200,0.9,0.9,0.1,0.2,0.433006844106464,0.0313057714738815,5
"154","RandUCB",200,0.9,0.9,0.1,0.3,0.433006844106464,0.0313057714738815,5
"155","RandUCB",200,0.9,0.9,0.1,0.4,0.433006844106464,0.0313057714738815,5
"156","RandUCB",200,0.9,0.9,0.1,0.5,0.433006844106464,0.0313057714738815,5
"157","RandUCB",200,0.9,0.9,0.2,0,0.433006844106464,0.0313057714738815,5
"158","RandUCB",200,0.9,0.9,0.2,0.1,0.433006844106464,0.0313057714738815,5
"159","RandUCB",200,0.9,0.9,0.2,0.2,0.433006844106464,0.0313057714738815,5
"160","RandUCB",200,0.9,0.9,0.2,0.3,0.433006844106464,0.0313057714738815,5
"161","RandUCB",200,0.9,0.9,0.2,0.4,0.433006844106464,0.0313057714738815,5
"162","RandUCB",200,0.9,0.9,0.2,0.5,0.433006844106464,0.0313057714738815,5
"163","RandUCB",200,0.9,0.9,0.3,0,0.433006844106464,0.0313057714738815,5
"164","RandUCB",200,0.9,0.9,0.3,0.1,0.433006844106464,0.0313057714738815,5
"165","RandUCB",200,0.9,0.9,0.3,0.2,0.433006844106464,0.0313057714738815,5
"166","RandUCB",200,0.9,0.9,0.3,0.3,0.433006844106464,0.0313057714738815,5
"167","RandUCB",200,0.9,0.9,0.3,0.4,0.433006844106464,0.0313057714738815,5
"168","RandUCB",200,0.9,0.9,0.3,0.5,0.433006844106464,0.0313057714738815,5
"169","RandUCB",200,0.9,0.9,0.4,0,0.433006844106464,0.0313057714738815,5
"170","RandUCB",200,0.9,0.9,0.4,0.1,0.433006844106464,0.0313057714738815,5
"171","RandUCB",200,0.9,0.9,0.4,0.2,0.433006844106464,0.0313057714738815,5
"172","RandUCB",200,0.9,0.9,0.4,0.3,0.433006844106464,0.0313057714738815,5
"173","RandUCB",200,0.9,0.9,0.4,0.4,0.433006844106464,0.0313057714738815,5
"174","RandUCB",200,0.9,0.9,0.4,0.5,0.433006844106464,0.0313057714738815,5
"175","RandUCB",200,0.9,0.9,0.5,0,0.433006844106464,0.0313057714738815,5
"176","RandUCB",200,0.9,0.9,0.5,0.1,0.433006844106464,0.0313057714738815,5
"177","RandUCB",200,0.9,0.9,0.5,0.2,0.433006844106464,0.0313057714738815,5
"178","RandUCB",200,0.9,0.9,0.5,0.3,0.433006844106464,0.0313057714738815,5
"179","RandUCB",200,0.9,0.9,0.5,0.4,0.433006844106464,0.0313057714738815,5
"180","RandUCB",200,0.9,0.9,0.5,0.5,0.433006844106464,0.0313057714738815,5
"181","RandUCB",526,0.1,0.2,0,0,0.433006844106464,0.0313057714738815,6
"182","RandUCB",526,0.1,0.2,0,0.1,0.433006844106464,0.0313057714738815,6
"183","RandUCB",526,0.1,0.2,0,0.2,0.433006844106464,0.0313057714738815,6
"184","RandUCB",526,0.1,0.2,0,0.3,0.433006844106464,0.0313057714738815,6
"185","RandUCB",526,0.1,0.2,0,0.4,0.433006844106464,0.0313057714738815,6
"186","RandUCB",526,0.1,0.2,0,0.5,0.433006844106464,0.0313057714738815,6
"187","RandUCB",526,0.1,0.2,0.1,0,0.433006844106464,0.0313057714738815,6
"188","RandUCB",526,0.1,0.2,0.1,0.1,0.433006844106464,0.0313057714738815,6
"189","RandUCB",526,0.1,0.2,0.1,0.2,0.433006844106464,0.0313057714738815,6
"190","RandUCB",526,0.1,0.2,0.1,0.3,0.433006844106464,0.0313057714738815,6
"191","RandUCB",526,0.1,0.2,0.1,0.4,0.433006844106464,0.0313057714738815,6
"192","RandUCB",526,0.1,0.2,0.1,0.5,0.433006844106464,0.0313057714738815,6
"193","RandUCB",526,0.1,0.2,0.2,0,0.433006844106464,0.0313057714738815,6
"194","RandUCB",526,0.1,0.2,0.2,0.1,0.433006844106464,0.0313057714738815,6
"195","RandUCB",526,0.1,0.2,0.2,0.2,0.433006844106464,0.0313057714738815,6
"196","RandUCB",526,0.1,0.2,0.2,0.3,0.433006844106464,0.0313057714738815,6
"197","RandUCB",526,0.1,0.2,0.2,0.4,0.433006844106464,0.0313057714738815,6
"198","RandUCB",526,0.1,0.2,0.2,0.5,0.433006844106464,0.0313057714738815,6
"199","RandUCB",526,0.1,0.2,0.3,0,0.433006844106464,0.0313057714738815,6
"200","RandUCB",526,0.1,0.2,0.3,0.1,0.433006844106464,0.0313057714738815,6
"201","RandUCB",526,0.1,0.2,0.3,0.2,0.433006844106464,0.0313057714738815,6
"202","RandUCB",526,0.1,0.2,0.3,0.3,0.433006844106464,0.0313057714738815,6
"203","RandUCB",526,0.1,0.2,0.3,0.4,0.433006844106464,0.0313057714738815,6
"204","RandUCB",526,0.1,0.2,0.3,0.5,0.433006844106464,0.0313057714738815,6
"205","RandUCB",526,0.1,0.2,0.4,0,0.433006844106464,0.0313057714738815,6
"206","RandUCB",526,0.1,0.2,0.4,0.1,0.433006844106464,0.0313057714738815,6
"207","RandUCB",526,0.1,0.2,0.4,0.2,0.433006844106464,0.0313057714738815,6
"208","RandUCB",526,0.1,0.2,0.4,0.3,0.433006844106464,0.0313057714738815,6
"209","RandUCB",526,0.1,0.2,0.4,0.4,0.433006844106464,0.0313057714738815,6
"210","RandUCB",526,0.1,0.2,0.4,0.5,0.433006844106464,0.0313057714738815,6
"211","RandUCB",526,0.1,0.2,0.5,0,0.433006844106464,0.0313057714738815,6
"212","RandUCB",526,0.1,0.2,0.5,0.1,0.433006844106464,0.0313057714738815,6
"213","RandUCB",526,0.1,0.2,0.5,0.2,0.433006844106464,0.0313057714738815,6
"214","RandUCB",526,0.1,0.2,0.5,0.3,0.433006844106464,0.0313057714738815,6
"215","RandUCB",526,0.1,0.2,0.5,0.4,0.433006844106464,0.0313057714738815,6
"216","RandUCB",526,0.1,0.2,0.5,0.5,0.433006844106464,0.0313057714738815,6
"217","RandUCB",162,0.1,0.3,0,0,0.433006844106464,0.0313057714738815,7
"218","RandUCB",162,0.1,0.3,0,0.1,0.433006844106464,0.0313057714738815,7
"219","RandUCB",162,0.1,0.3,0,0.2,0.433006844106464,0.0313057714738815,7
"220","RandUCB",162,0.1,0.3,0,0.3,0.433006844106464,0.0313057714738815,7
"221","RandUCB",162,0.1,0.3,0,0.4,0.433006844106464,0.0313057714738815,7
"222","RandUCB",162,0.1,0.3,0,0.5,0.433006844106464,0.0313057714738815,7
"223","RandUCB",162,0.1,0.3,0.1,0,0.433006844106464,0.0313057714738815,7
"224","RandUCB",162,0.1,0.3,0.1,0.1,0.433006844106464,0.0313057714738815,7
"225","RandUCB",162,0.1,0.3,0.1,0.2,0.433006844106464,0.0313057714738815,7
"226","RandUCB",162,0.1,0.3,0.1,0.3,0.433006844106464,0.0313057714738815,7
"227","RandUCB",162,0.1,0.3,0.1,0.4,0.433006844106464,0.0313057714738815,7
"228","RandUCB",162,0.1,0.3,0.1,0.5,0.433006844106464,0.0313057714738815,7
"229","RandUCB",162,0.1,0.3,0.2,0,0.433006844106464,0.0313057714738815,7
"230","RandUCB",162,0.1,0.3,0.2,0.1,0.433006844106464,0.0313057714738815,7
"231","RandUCB",162,0.1,0.3,0.2,0.2,0.433006844106464,0.0313057714738815,7
"232","RandUCB",162,0.1,0.3,0.2,0.3,0.433006844106464,0.0313057714738815,7
"233","RandUCB",162,0.1,0.3,0.2,0.4,0.433006844106464,0.0313057714738815,7
"234","RandUCB",162,0.1,0.3,0.2,0.5,0.433006844106464,0.0313057714738815,7
"235","RandUCB",162,0.1,0.3,0.3,0,0.433006844106464,0.0313057714738815,7
"236","RandUCB",162,0.1,0.3,0.3,0.1,0.433006844106464,0.0313057714738815,7
"237","RandUCB",162,0.1,0.3,0.3,0.2,0.433006844106464,0.0313057714738815,7
"238","RandUCB",162,0.1,0.3,0.3,0.3,0.433006844106464,0.0313057714738815,7
"239","RandUCB",162,0.1,0.3,0.3,0.4,0.433006844106464,0.0313057714738815,7
"240","RandUCB",162,0.1,0.3,0.3,0.5,0.433006844106464,0.0313057714738815,7
"241","RandUCB",162,0.1,0.3,0.4,0,0.433006844106464,0.0313057714738815,7
"242","RandUCB",162,0.1,0.3,0.4,0.1,0.433006844106464,0.0313057714738815,7
"243","RandUCB",162,0.1,0.3,0.4,0.2,0.433006844106464,0.0313057714738815,7
"244","RandUCB",162,0.1,0.3,0.4,0.3,0.433006844106464,0.0313057714738815,7
"245","RandUCB",162,0.1,0.3,0.4,0.4,0.433006844106464,0.0313057714738815,7
"246","RandUCB",162,0.1,0.3,0.4,0.5,0.433006844106464,0.0313057714738815,7
"247","RandUCB",162,0.1,0.3,0.5,0,0.433006844106464,0.0313057714738815,7
"248","RandUCB",162,0.1,0.3,0.5,0.1,0.433006844106464,0.0313057714738815,7
"249","RandUCB",162,0.1,0.3,0.5,0.2,0.433006844106464,0.0313057714738815,7
"250","RandUCB",162,0.1,0.3,0.5,0.3,0.433006844106464,0.0313057714738815,7
"251","RandUCB",162,0.1,0.3,0.5,0.4,0.433006844106464,0.0313057714738815,7
"252","RandUCB",162,0.1,0.3,0.5,0.5,0.433006844106464,0.0313057714738815,7
"253","RandUCB",82,0.1,0.4,0,0,0.433006844106464,0.0313057714738815,8
"254","RandUCB",82,0.1,0.4,0,0.1,0.433006844106464,0.0313057714738815,8
"255","RandUCB",82,0.1,0.4,0,0.2,0.433006844106464,0.0313057714738815,8
"256","RandUCB",82,0.1,0.4,0,0.3,0.433006844106464,0.0313057714738815,8
"257","RandUCB",82,0.1,0.4,0,0.4,0.433006844106464,0.0313057714738815,8
"258","RandUCB",82,0.1,0.4,0,0.5,0.433006844106464,0.0313057714738815,8
"259","RandUCB",82,0.1,0.4,0.1,0,0.433006844106464,0.0313057714738815,8
"260","RandUCB",82,0.1,0.4,0.1,0.1,0.433006844106464,0.0313057714738815,8
"261","RandUCB",82,0.1,0.4,0.1,0.2,0.433006844106464,0.0313057714738815,8
"262","RandUCB",82,0.1,0.4,0.1,0.3,0.433006844106464,0.0313057714738815,8
"263","RandUCB",82,0.1,0.4,0.1,0.4,0.433006844106464,0.0313057714738815,8
"264","RandUCB",82,0.1,0.4,0.1,0.5,0.433006844106464,0.0313057714738815,8
"265","RandUCB",82,0.1,0.4,0.2,0,0.433006844106464,0.0313057714738815,8
"266","RandUCB",82,0.1,0.4,0.2,0.1,0.433006844106464,0.0313057714738815,8
"267","RandUCB",82,0.1,0.4,0.2,0.2,0.433006844106464,0.0313057714738815,8
"268","RandUCB",82,0.1,0.4,0.2,0.3,0.433006844106464,0.0313057714738815,8
"269","RandUCB",82,0.1,0.4,0.2,0.4,0.433006844106464,0.0313057714738815,8
"270","RandUCB",82,0.1,0.4,0.2,0.5,0.433006844106464,0.0313057714738815,8
"271","RandUCB",82,0.1,0.4,0.3,0,0.433006844106464,0.0313057714738815,8
"272","RandUCB",82,0.1,0.4,0.3,0.1,0.433006844106464,0.0313057714738815,8
"273","RandUCB",82,0.1,0.4,0.3,0.2,0.433006844106464,0.0313057714738815,8
"274","RandUCB",82,0.1,0.4,0.3,0.3,0.433006844106464,0.0313057714738815,8
"275","RandUCB",82,0.1,0.4,0.3,0.4,0.433006844106464,0.0313057714738815,8
"276","RandUCB",82,0.1,0.4,0.3,0.5,0.433006844106464,0.0313057714738815,8
"277","RandUCB",82,0.1,0.4,0.4,0,0.433006844106464,0.0313057714738815,8
"278","RandUCB",82,0.1,0.4,0.4,0.1,0.433006844106464,0.0313057714738815,8
"279","RandUCB",82,0.1,0.4,0.4,0.2,0.433006844106464,0.0313057714738815,8
"280","RandUCB",82,0.1,0.4,0.4,0.3,0.433006844106464,0.0313057714738815,8
"281","RandUCB",82,0.1,0.4,0.4,0.4,0.433006844106464,0.0313057714738815,8
"282","RandUCB",82,0.1,0.4,0.4,0.5,0.433006844106464,0.0313057714738815,8
"283","RandUCB",82,0.1,0.4,0.5,0,0.433006844106464,0.0313057714738815,8
"284","RandUCB",82,0.1,0.4,0.5,0.1,0.433006844106464,0.0313057714738815,8
"285","RandUCB",82,0.1,0.4,0.5,0.2,0.433006844106464,0.0313057714738815,8
"286","RandUCB",82,0.1,0.4,0.5,0.3,0.433006844106464,0.0313057714738815,8
"287","RandUCB",82,0.1,0.4,0.5,0.4,0.433006844106464,0.0313057714738815,8
"288","RandUCB",82,0.1,0.4,0.5,0.5,0.433006844106464,0.0313057714738815,8
"289","RandUCB",254,0.4,0.6,0,0,0.433006844106464,0.0313057714738815,12
"290","RandUCB",254,0.4,0.6,0,0.1,0.433006844106464,0.0313057714738815,12
"291","RandUCB",254,0.4,0.6,0,0.2,0.433006844106464,0.0313057714738815,12
"292","RandUCB",254,0.4,0.6,0,0.3,0.433006844106464,0.0313057714738815,12
"293","RandUCB",254,0.4,0.6,0,0.4,0.433006844106464,0.0313057714738815,12
"294","RandUCB",254,0.4,0.6,0,0.5,0.433006844106464,0.0313057714738815,12
"295","RandUCB",254,0.4,0.6,0.1,0,0.433006844106464,0.0313057714738815,12
"296","RandUCB",254,0.4,0.6,0.1,0.1,0.433006844106464,0.0313057714738815,12
"297","RandUCB",254,0.4,0.6,0.1,0.2,0.433006844106464,0.0313057714738815,12
"298","RandUCB",254,0.4,0.6,0.1,0.3,0.433006844106464,0.0313057714738815,12
"299","RandUCB",254,0.4,0.6,0.1,0.4,0.433006844106464,0.0313057714738815,12
"300","RandUCB",254,0.4,0.6,0.1,0.5,0.433006844106464,0.0313057714738815,12
"301","RandUCB",254,0.4,0.6,0.2,0,0.433006844106464,0.0313057714738815,12
"302","RandUCB",254,0.4,0.6,0.2,0.1,0.433006844106464,0.0313057714738815,12
"303","RandUCB",254,0.4,0.6,0.2,0.2,0.433006844106464,0.0313057714738815,12
"304","RandUCB",254,0.4,0.6,0.2,0.3,0.433006844106464,0.0313057714738815,12
"305","RandUCB",254,0.4,0.6,0.2,0.4,0.433006844106464,0.0313057714738815,12
"306","RandUCB",254,0.4,0.6,0.2,0.5,0.433006844106464,0.0313057714738815,12
"307","RandUCB",254,0.4,0.6,0.3,0,0.433006844106464,0.0313057714738815,12
