"","method","Nt","p0","p1","miss0","miss1","PES","PES_se","scenario"
"265","CB",82,0.1,0.4,0.2,0,0.436405703422053,0.0217558000177206,8
"266","CB",82,0.1,0.4,0.2,0.1,0.436405703422053,0.0217558000177206,8
"267","CB",82,0.1,0.4,0.2,0.2,0.436405703422053,0.0217558000177206,8
"268","CB",82,0.1,0.4,0.2,0.3,0.436405703422053,0.0217558000177206,8
"269","CB",82,0.1,0.4,0.2,0.4,0.436405703422053,0.0217558000177206,8
"270","CB",82,0.1,0.4,0.2,0.5,0.436405703422053,0.0217558000177206,8
"271","CB",82,0.1,0.4,0.3,0,0.436405703422053,0.0217558000177206,8
"272","CB",82,0.1,0.4,0.3,0.1,0.436405703422053,0.0217558000177206,8
"273","CB",82,0.1,0.4,0.3,0.2,0.436405703422053,0.0217558000177206,8
"274","CB",82,0.1,0.4,0.3,0.3,0.436405703422053,0.0217558000177206,8
"275","CB",82,0.1,0.4,0.3,0.4,0.436405703422053,0.0217558000177206,8
"276","CB",82,0.1,0.4,0.3,0.5,0.436405703422053,0.0217558000177206,8
"277","CB",82,0.1,0.4,0.4,0,0.436405703422053,0.0217558000177206,8
"278","CB",82,0.1,0.4,0.4,0.1,0.436405703422053,0.0217558000177206,8
"279","CB",82,0.1,0.4,0.4,0.2,0.436405703422053,0.0217558000177206,8
"280","CB",82,0.1,0.4,0.4,0.3,0.436405703422053,0.0217558000177206,8
"281","CB",82,0.1,0.4,0.4,0.4,0.436405703422053,0.0217558000177206,8
"282","CB",82,0.1,0.4,0.4,0.5,0.436405703422053,0.0217558000177206,8
"283","CB",82,0.1,0.4,0.5,0,0.436405703422053,0.0217558000177206,8
"284","CB",82,0.1,0.4,0.5,0.1,0.436405703422053,0.0217558000177206,8
"285","CB",82,0.1,0.4,0.5,0.2,0.436405703422053,0.0217558000177206,8
"286","CB",82,0.1,0.4,0.5,0.3,0.436405703422053,0.0217558000177206,8
"287","CB",82,0.1,0.4,0.5,0.4,0.436405703422053,0.0217558000177206,8
"288","CB",82,0.1,0.4,0.5,0.5,0.436405703422053,0.0217558000177206,8
"289","CB",254,0.4,0.6,0,0,0.436405703422053,0.0217558000177206,12
"290","CB",254,0.4,0.6,0,0.1,0.436405703422053,0.0217558000177206,12
"291","CB",254,0.4,0.6,0,0.2,0.436405703422053,0.0217558000177206,12
"292","CB",254,0.4,0.6,0,0.3,0.436405703422053,0.0217558000177206,12
"293","CB",254,0.4,0.6,0,0.4,0.436405703422053,0.0217558000177206,12
"294","CB",254,0.4,0.6,0,0.5,0.436405703422053,0.0217558000177206,12
"295","CB",254,0.4,0.6,0.1,0,0.436405703422053,0.0217558000177206,12
"296","CB",254,0.4,0.6,0.1,0.1,0.436405703422053,0.0217558000177206,12
"297","CB",254,0.4,0.6,0.1,0.2,0.436405703422053,0.0217558000177206,12
"298","CB",254,0.4,0.6,0.1,0.3,0.436405703422053,0.0217558000177206,12
"299","CB",254,0.4,0.6,0.1,0.4,0.436405703422053,0.0217558000177206,12
"300","CB",254,0.4,0.6,0.1,0.5,0.436405703422053,0.0217558000177206,12
"301","CB",254,0.4,0.6,0.2,0,0.436405703422053,0.0217558000177206,12
"302","CB",254,0.4,0.6,0.2,0.1,0.436405703422053,0.0217558000177206,12
"303","CB",254,0.4,0.6,0.2,0.2,0.436405703422053,0.0217558000177206,12
"304","CB",254,0.4,0.6,0.2,0.3,0.436405703422053,0.0217558000177206,12
"305","CB",254,0.4,0.6,0.2,0.4,0.436405703422053,0.0217558000177206,12
"306","CB",254,0.4,0.6,0.2,0.5,0.436405703422053,0.0217558000177206,12
"307","CB",254,0.4,0.6,0.3,0,0.436405703422053,0.0217558000177206,12
"308","CB",254,0.4,0.6,0.3,0.1,0.436405703422053,0.0217558000177206,12
"309","CB",254,0.4,0.6,0.3,0.2,0.436405703422053,0.0217558000177206,12
"310","CB",254,0.4,0.6,0.3,0.3,0.436405703422053,0.0217558000177206,12
"311","CB",254,0.4,0.6,0.3,0.4,0.436405703422053,0.0217558000177206,12
"312","CB",254,0.4,0.6,0.3,0.5,0.436405703422053,0.0217558000177206,12
"313","CB",254,0.4,0.6,0.4,0,0.436405703422053,0.0217558000177206,12
"314","CB",254,0.4,0.6,0.4,0.1,0.436405703422053,0.0217558000177206,12
"315","CB",254,0.4,0.6,0.4,0.2,0.436405703422053,0.0217558000177206,12
"316","CB",254,0.4,0.6,0.4,0.3,0.436405703422053,0.0217558000177206,12
"317","CB",254,0.4,0.6,0.4,0.4,0.436405703422053,0.0217558000177206,12
"318","CB",254,0.4,0.6,0.4,0.5,0.436405703422053,0.0217558000177206,12
"319","CB",254,0.4,0.6,0.5,0,0.436405703422053,0.0217558000177206,12
"320","CB",254,0.4,0.6,0.5,0.1,0.436405703422053,0.0217558000177206,12
"321","CB",254,0.4,0.6,0.5,0.2,0.436405703422053,0.0217558000177206,12
"322","CB",254,0.4,0.6,0.5,0.3,0.436405703422053,0.0217558000177206,12
"323","CB",254,0.4,0.6,0.5,0.4,0.436405703422053,0.0217558000177206,12
"324","CB",254,0.4,0.6,0.5,0.5,0.436405703422053,0.0217558000177206,12
"325","CB",82,0.6,0.9,0,0,0.436405703422053,0.0217558000177206,9
"326","CB",82,0.6,0.9,0,0.1,0.436405703422053,0.0217558000177206,9
"327","CB",82,0.6,0.9,0,0.2,0.436405703422053,0.0217558000177206,9
