"","method","Nt","p0","p1","miss0","miss1","bias0","bias1","scenario"
"164","TS",200,0.9,0.9,0.3,0.1,-0.00424725122109149,-0.00587856680383381,5
"165","TS",200,0.9,0.9,0.3,0.2,-0.0044192498177319,-0.00517144320857466,5
"166","TS",200,0.9,0.9,0.3,0.3,-0.00532263543620981,-0.00782792388703768,5
"167","TS",200,0.9,0.9,0.3,0.4,-0.00590361197032618,-0.00479687366193804,5
"168","TS",200,0.9,0.9,0.3,0.5,-0.00573031888417286,-0.00686926226115125,5
"169","TS",200,0.9,0.9,0.4,0,-0.00616696623193236,-0.00338127103077468,5
"170","TS",200,0.9,0.9,0.4,0.1,-0.00492497763414956,-0.00382272293627262,5
"171","TS",200,0.9,0.9,0.4,0.2,-0.00878578886642933,-0.00538705656424099,5
"172","TS",200,0.9,0.9,0.4,0.3,-0.00494887760925311,-0.00633773210566058,5
"173","TS",200,0.9,0.9,0.4,0.4,-0.00354088688644771,-0.0045368933322919,5
"174","TS",200,0.9,0.9,0.4,0.5,-0.00613696567776889,-0.00676105406848415,5
"175","TS",200,0.9,0.9,0.5,0,-0.00805160914311198,-0.00300088682736455,5
"176","TS",200,0.9,0.9,0.5,0.1,-0.00862581099736004,-0.00356319581013931,5
"177","TS",200,0.9,0.9,0.5,0.2,-0.00297731621793085,-0.00521404422011107,5
"178","TS",200,0.9,0.9,0.5,0.3,-0.00793097989599167,-0.00850313295735194,5
"179","TS",200,0.9,0.9,0.5,0.4,-0.00749964508725509,-0.00374965056516463,5
"180","TS",200,0.9,0.9,0.5,0.5,-0.00662436405977174,-0.00593022259563414,5
"181","TS",526,0.1,0.2,0,0,-0.00681877019834284,-0.00118680986721995,6
"182","TS",526,0.1,0.2,0,0.1,-0.00724978694689231,-0.00147712022231089,6
"183","TS",526,0.1,0.2,0,0.2,-0.00733841966460522,-0.000599136216456631,6
"184","TS",526,0.1,0.2,0,0.3,-0.00799004121808844,-0.00263749725218884,6
"185","TS",526,0.1,0.2,0,0.4,-0.00651839687250041,-0.00336989624682246,6
"186","TS",526,0.1,0.2,0,0.5,-0.00773103983694312,-0.00162948021659898,6
"187","TS",526,0.1,0.2,0.1,0,-0.0071084060491227,-0.000464765118356719,6
"188","TS",526,0.1,0.2,0.1,0.1,-0.00801939229716585,-0.00024423743378732,6
"189","TS",526,0.1,0.2,0.1,0.2,-0.00778721801458791,-0.00095513819964696,6
"190","TS",526,0.1,0.2,0.1,0.3,-0.0078124974716233,-0.00123435364039298,6
"191","TS",526,0.1,0.2,0.1,0.4,-0.00733488392892523,-0.0022344151643704,6
"192","TS",526,0.1,0.2,0.1,0.5,-0.00798384871106547,-0.00186511715214585,6
"193","TS",526,0.1,0.2,0.2,0,-0.00860253076007725,-0.000933609185190448,6
"194","TS",526,0.1,0.2,0.2,0.1,-0.00843369405559906,-0.00129270774522441,6
"195","TS",526,0.1,0.2,0.2,0.2,-0.0083205484605533,-0.00218075275140633,6
"196","TS",526,0.1,0.2,0.2,0.3,-0.00715487194601482,-0.00185669356325843,6
"197","TS",526,0.1,0.2,0.2,0.4,-0.00689030913085005,-0.00116674302584729,6
"198","TS",526,0.1,0.2,0.2,0.5,-0.00700921120435183,-0.00266489089136646,6
"199","TS",526,0.1,0.2,0.3,0,-0.00802653913382115,-0.00119645342943075,6
"200","TS",526,0.1,0.2,0.3,0.1,-0.00797228584284042,0.000135820836670131,6
"201","TS",526,0.1,0.2,0.3,0.2,-0.00429713296236239,-0.0017194222108515,6
"202","TS",526,0.1,0.2,0.3,0.3,-0.007524677477126,-0.000152662592025649,6
"203","TS",526,0.1,0.2,0.3,0.4,-0.0068368850597849,-0.00196146332048155,6
"204","TS",526,0.1,0.2,0.3,0.5,-0.00826263750762139,-0.00287207050896646,6
"205","TS",526,0.1,0.2,0.4,0,-0.00809501181881547,-0.000755128768542362,6
"206","TS",526,0.1,0.2,0.4,0.1,-0.00941911138672306,0.000244981733945354,6
"207","TS",526,0.1,0.2,0.4,0.2,-0.00801041620949927,-0.000844856897216695,6
"208","TS",526,0.1,0.2,0.4,0.3,-0.00843793297624944,-0.00186841082998815,6
"209","TS",526,0.1,0.2,0.4,0.4,-0.00653960069306286,-0.00174227530762311,6
"210","TS",526,0.1,0.2,0.4,0.5,-0.00525256675688902,-0.00333612287608534,6
"211","TS",526,0.1,0.2,0.5,0,-0.00884937656071187,-0.00128449229865191,6
"212","TS",526,0.1,0.2,0.5,0.1,-0.00813573503255996,-0.000797661451813009,6
"213","TS",526,0.1,0.2,0.5,0.2,-0.00902606500952968,-0.00095128851826784,6
"214","TS",526,0.1,0.2,0.5,0.3,-0.0055647383579262,-0.000373597793768804,6
"215","TS",526,0.1,0.2,0.5,0.4,-0.00673128702083578,-0.00213021067940838,6
"216","TS",526,0.1,0.2,0.5,0.5,-0.00846352582055022,-0.00235568459730959,6
"217","TS",162,0.1,0.3,0,0,-0.0125247127778936,-0.00299470441087352,7
"218","TS",162,0.1,0.3,0,0.1,-0.011048118983865,-0.0030926091862431,7
"219","TS",162,0.1,0.3,0,0.2,-0.00861969203249022,-0.00349649361096221,7
"220","TS",162,0.1,0.3,0,0.3,-0.00896905515389129,-0.00559465653950036,7
"221","TS",162,0.1,0.3,0,0.4,-0.00922219349916488,-0.00426245667905845,7
"222","TS",162,0.1,0.3,0,0.5,-0.0113341461067718,-0.000443691188032891,7
"223","TS",162,0.1,0.3,0.1,0,-0.00871134072702501,-0.00282708305838947,7
"224","TS",162,0.1,0.3,0.1,0.1,-0.0115502852940307,-0.00312912018178152,7
"225","TS",162,0.1,0.3,0.1,0.2,-0.00863660399329037,-0.00372561770018182,7
"226","TS",162,0.1,0.3,0.1,0.3,-0.0114419713636466,-0.00585418430819146,7
"227","TS",162,0.1,0.3,0.1,0.4,-0.0115588049563498,-0.00268365165217921,7
"228","TS",162,0.1,0.3,0.1,0.5,-0.0111269760415363,-0.00299848328238311,7
"229","TS",162,0.1,0.3,0.2,0,-0.0108257401503685,0.000316813339153954,7
"230","TS",162,0.1,0.3,0.2,0.1,-0.0115519328261433,-0.0038970857383831,7
"231","TS",162,0.1,0.3,0.2,0.2,-0.0123053931704467,-0.00219216833079433,7
"232","TS",162,0.1,0.3,0.2,0.3,-0.0103611960726398,-0.0012129522746368,7
"233","TS",162,0.1,0.3,0.2,0.4,-0.0084012862241467,-0.00205758943519441,7
"234","TS",162,0.1,0.3,0.2,0.5,-0.00771611966844221,-0.00327809970732329,7
"235","TS",162,0.1,0.3,0.3,0,-0.0075446933741965,-0.000540450454467767,7
"236","TS",162,0.1,0.3,0.3,0.1,-0.00965322088096141,-0.00454141676256853,7
"237","TS",162,0.1,0.3,0.3,0.2,-0.0134879934705472,-0.00117472416910186,7
"238","TS",162,0.1,0.3,0.3,0.3,-0.0105729568177071,-0.00699417887144432,7
"239","TS",162,0.1,0.3,0.3,0.4,-0.0108127926547018,-0.00376684114316356,7
"240","TS",162,0.1,0.3,0.3,0.5,-0.0108953759337557,-0.00486976792360555,7
"241","TS",162,0.1,0.3,0.4,0,-0.0116869097463426,-0.000927760035429104,7
"242","TS",162,0.1,0.3,0.4,0.1,-0.0104099265644022,-0.000203808688841012,7
"243","TS",162,0.1,0.3,0.4,0.2,-0.00865416311890577,-0.00337465245890778,7
"244","TS",162,0.1,0.3,0.4,0.3,-0.0115527118126918,-0.00324863511205808,7
"245","TS",162,0.1,0.3,0.4,0.4,-0.0104430889640125,-0.00325776164691433,7
"246","TS",162,0.1,0.3,0.4,0.5,-0.0107320569458382,-0.0033478206556784,7
"247","TS",162,0.1,0.3,0.5,0,-0.0146187647783415,-0.000549358393937494,7
"248","TS",162,0.1,0.3,0.5,0.1,-0.0118882234254135,-0.00169209406775417,7
"249","TS",162,0.1,0.3,0.5,0.2,-0.0098965670239127,-0.0033367967618686,7
"250","TS",162,0.1,0.3,0.5,0.3,-0.00730663751855241,-0.00204150659832575,7
"251","TS",162,0.1,0.3,0.5,0.4,-0.00944268361345448,-0.00648408857383642,7
"252","TS",162,0.1,0.3,0.5,0.5,-0.00893947584768823,-0.00227188510549625,7
"253","TS",82,0.1,0.4,0,0,-0.0137642479009094,-0.00357168271675734,8
"254","TS",82,0.1,0.4,0,0.1,-0.0132014451511857,-0.0101243061141646,8
"255","TS",82,0.1,0.4,0,0.2,-0.0104115431162754,-0.00488052628019736,8
"256","TS",82,0.1,0.4,0,0.3,-0.0145840563600643,-0.00500239824649612,8
"257","TS",82,0.1,0.4,0,0.4,-0.00931330406213138,-0.00662462273737202,8
"258","TS",82,0.1,0.4,0,0.5,-0.0120778174638908,-0.00261608948545117,8
"259","TS",82,0.1,0.4,0.1,0,-0.0135447872351855,-0.00119852347199406,8
"260","TS",82,0.1,0.4,0.1,0.1,-0.0110724508894487,-0.00199204745524062,8
"261","TS",82,0.1,0.4,0.1,0.2,-0.0125097837236837,-0.00392772746311787,8
"262","TS",82,0.1,0.4,0.1,0.3,-0.0112283039382765,-0.00557374268410216,8
"263","TS",82,0.1,0.4,0.1,0.4,-0.00990395729299087,-0.0119296672195411,8
"264","TS",82,0.1,0.4,0.1,0.5,-0.0108450121955505,-0.0085261390973409,8
"265","TS",82,0.1,0.4,0.2,0,-0.00918137651313972,-0.00353364403782691,8
"266","TS",82,0.1,0.4,0.2,0.1,-0.0100357435709075,0.00121561385125091,8
"267","TS",82,0.1,0.4,0.2,0.2,-0.0123764198147152,-0.00435408269706572,8
"268","TS",82,0.1,0.4,0.2,0.3,-0.0134668711506421,-0.00763379830477362,8
"269","TS",82,0.1,0.4,0.2,0.4,-0.0164639650933675,-0.00676730454962732,8
"270","TS",82,0.1,0.4,0.2,0.5,-0.0133538096998587,-0.00815387151890234,8
"271","TS",82,0.1,0.4,0.3,0,-0.011032278723927,-0.00127053342495476,8
"272","TS",82,0.1,0.4,0.3,0.1,-0.00972359340310103,-0.00326748350942335,8
"273","TS",82,0.1,0.4,0.3,0.2,-0.00965575409346404,-0.00226664113195535,8
"274","TS",82,0.1,0.4,0.3,0.3,-0.011612693626214,-0.00395089922716824,8
"275","TS",82,0.1,0.4,0.3,0.4,-0.00997982642777349,-0.000265741470554914,8
"276","TS",82,0.1,0.4,0.3,0.5,-0.0121333558267223,-0.00419618998213872,8
"277","TS",82,0.1,0.4,0.4,0,-0.0126513783245659,-0.006540583209524,8
"278","TS",82,0.1,0.4,0.4,0.1,-0.00938183582302876,-0.00312373843562486,8
"279","TS",82,0.1,0.4,0.4,0.2,-0.0134165543264247,-0.00212413939000683,8
"280","TS",82,0.1,0.4,0.4,0.3,-0.011210063583882,-0.00928143083769412,8
"281","TS",82,0.1,0.4,0.4,0.4,-0.00917902796340249,-0.00625057453804406,8
"282","TS",82,0.1,0.4,0.4,0.5,-0.00830983636129989,-0.00204649018256869,8
"283","TS",82,0.1,0.4,0.5,0,-0.010148621475442,-0.00245098209078914,8
"284","TS",82,0.1,0.4,0.5,0.1,-0.0139628549684637,-0.00340990331568952,8
"285","TS",82,0.1,0.4,0.5,0.2,-0.00803867359099525,-0.00422757572516524,8
"286","TS",82,0.1,0.4,0.5,0.3,-0.00991481745018793,-0.0032361052998523,8
"287","TS",82,0.1,0.4,0.5,0.4,-0.0115672277159199,-0.00922857084215206,8
"288","TS",82,0.1,0.4,0.5,0.5,-0.0149057157304415,-0.00488174240238992,8
"289","TS",254,0.4,0.6,0,0,-0.0290594783903829,-0.00208800787814656,12
"290","TS",254,0.4,0.6,0,0.1,-0.022092206023837,-0.00246561189137828,12
"291","TS",254,0.4,0.6,0,0.2,-0.0207547143069415,-0.00365434939074027,12
"292","TS",254,0.4,0.6,0,0.3,-0.0252493943035599,-0.00503318578577827,12
"293","TS",254,0.4,0.6,0,0.4,-0.0166075813117874,-0.00327280341522118,12
"294","TS",254,0.4,0.6,0,0.5,-0.0197843386336307,-0.00211946750904246,12
"295","TS",254,0.4,0.6,0.1,0,-0.0223693133932888,-0.00162141282883688,12
"296","TS",254,0.4,0.6,0.1,0.1,-0.0200175800701176,-0.00290409589560003,12
"297","TS",254,0.4,0.6,0.1,0.2,-0.0212728907118867,-0.00303701181527249,12
"298","TS",254,0.4,0.6,0.1,0.3,-0.0232879841322203,-0.00262891096951334,12
"299","TS",254,0.4,0.6,0.1,0.4,-0.0199099600085677,-0.00535295467103925,12
"300","TS",254,0.4,0.6,0.1,0.5,-0.015316553735639,-0.00296763067395689,12
"301","TS",254,0.4,0.6,0.2,0,-0.0274465283148148,-0.0019779121174851,12
"302","TS",254,0.4,0.6,0.2,0.1,-0.0245097811692009,-0.00198974155239784,12
"303","TS",254,0.4,0.6,0.2,0.2,-0.0232376844699066,-0.00261322337159675,12
"304","TS",254,0.4,0.6,0.2,0.3,-0.021179423079577,-0.00359689117009299,12
"305","TS",254,0.4,0.6,0.2,0.4,-0.0214566301028207,-0.00158987476831074,12
"306","TS",254,0.4,0.6,0.2,0.5,-0.0192976295236199,-0.00295292035274353,12
"307","TS",254,0.4,0.6,0.3,0,-0.025518944942424,-0.00339795490881722,12
