"","method","Nt","p0","p1","miss0","miss1","ONS","ONS_se","scenario"
"355","RPW",82,0.6,0.9,0.5,0,62.8624,6.44813337970053,10
"356","RPW",82,0.6,0.9,0.5,0.1,56.6585,6.23038999790162,10
"357","RPW",82,0.6,0.9,0.5,0.2,50.5734,5.99875078171231,10
"358","RPW",82,0.6,0.9,0.5,0.3,44.5214,5.64724102311185,10
"359","RPW",82,0.6,0.9,0.5,0.4,38.6139,5.18194095307966,10
"360","RPW",82,0.6,0.9,0.5,0.5,33.1059,4.72583522161471,10
"361","RPW",162,0.7,0.9,0,0,135.4414,6.03244602798136,11
"362","RPW",162,0.7,0.9,0,0.1,124.9523,5.66471831721237,11
"363","RPW",162,0.7,0.9,0,0.2,115.5626,5.74939882063159,11
"364","RPW",162,0.7,0.9,0,0.3,106.6734,6.33803987956462,11
"365","RPW",162,0.7,0.9,0,0.4,98.9189,7.39647169732684,11
"366","RPW",162,0.7,0.9,0,0.5,92.3718,8.7534351555662,11
"367","RPW",162,0.7,0.9,0.1,0,132.6046,7.0919171151979,11
"368","RPW",162,0.7,0.9,0.1,0.1,121.6513,6.56796940707044,11
"369","RPW",162,0.7,0.9,0.1,0.2,111.6013,6.15794854988529,11
"370","RPW",162,0.7,0.9,0.1,0.3,102.1271,6.16324136671723,11
"371","RPW",162,0.7,0.9,0.1,0.4,93.574,6.68833292979185,11
"372","RPW",162,0.7,0.9,0.1,0.5,86.3299,7.76124279216724,11
"373","RPW",162,0.7,0.9,0.2,0,130.5115,8.0272480602721,11
"374","RPW",162,0.7,0.9,0.2,0.1,118.8826,7.42511484578167,11
"375","RPW",162,0.7,0.9,0.2,0.2,108.1451,6.75388832382866,11
"376","RPW",162,0.7,0.9,0.2,0.3,97.9163,6.31859848215392,11
"377","RPW",162,0.7,0.9,0.2,0.4,88.7082,6.33909072084607,11
"378","RPW",162,0.7,0.9,0.2,0.5,80.5737,7.02140287405815,11
"379","RPW",162,0.7,0.9,0.3,0,128.6508,8.96632025135646,11
"380","RPW",162,0.7,0.9,0.3,0.1,116.8925,8.41793501477597,11
"381","RPW",162,0.7,0.9,0.3,0.2,105.2646,7.61745294694624,11
"382","RPW",162,0.7,0.9,0.3,0.3,94.4867,6.95493064063342,11
"383","RPW",162,0.7,0.9,0.3,0.4,84.5707,6.38655465161239,11
"384","RPW",162,0.7,0.9,0.3,0.5,75.4609,6.55104287928881,11
"385","RPW",162,0.7,0.9,0.4,0,127.4773,9.423341479882,11
"386","RPW",162,0.7,0.9,0.4,0.1,115.0634,9.04596945585931,11
"387","RPW",162,0.7,0.9,0.4,0.2,103.2728,8.47201024879961,11
"388","RPW",162,0.7,0.9,0.4,0.3,91.7204,7.68969030414732,11
"389","RPW",162,0.7,0.9,0.4,0.4,80.9965,6.8691343159546,11
"390","RPW",162,0.7,0.9,0.4,0.5,71.1027,6.35032167441436,11
"391","RPW",162,0.7,0.9,0.5,0,126.4806,10.0364783031536,11
"392","RPW",162,0.7,0.9,0.5,0.1,114.0628,9.71368579526705,11
"393","RPW",162,0.7,0.9,0.5,0.2,101.6265,9.21808521654611,11
"394","RPW",162,0.7,0.9,0.5,0.3,89.6273,8.48508069316002,11
"395","RPW",162,0.7,0.9,0.5,0.4,78.0828,7.55200949713018,11
"396","RPW",162,0.7,0.9,0.5,0.5,67.3161,6.66259857803104,11
"397","RPW",526,0.8,0.9,0,0,453.5059,10.0110632466653,12
"398","RPW",526,0.8,0.9,0,0.1,423.8143,9.17645008887551,12
"399","RPW",526,0.8,0.9,0,0.2,398.2041,11.2929356780964,12
"400","RPW",526,0.8,0.9,0,0.3,377.0964,15.4071491543538,12
"401","RPW",526,0.8,0.9,0,0.4,360.626,19.2599901018114,12
"402","RPW",526,0.8,0.9,0,0.5,349.1313,22.4939115743748,12
"403","RPW",526,0.8,0.9,0.1,0,440.8647,13.5332963065505,12
"404","RPW",526,0.8,0.9,0.1,0.1,408.032,11.1976298693728,12
"405","RPW",526,0.8,0.9,0.1,0.2,378.7965,10.1405705395252,12
"406","RPW",526,0.8,0.9,0.1,0.3,353.7742,12.377945536864,12
"407","RPW",526,0.8,0.9,0.1,0.4,333.7876,16.2241304383578,12
"408","RPW",526,0.8,0.9,0.1,0.5,319.2714,20.0647352686284,12
"409","RPW",526,0.8,0.9,0.2,0,431.4442,17.0565934200798,12
"410","RPW",526,0.8,0.9,0.2,0.1,395.4544,14.1557606364307,12
"411","RPW",526,0.8,0.9,0.2,0.2,362.5253,11.5913586722863,12
"412","RPW",526,0.8,0.9,0.2,0.3,333.6599,11.0256423154774,12
"413","RPW",526,0.8,0.9,0.2,0.4,309.5162,13.327081401037,12
"414","RPW",526,0.8,0.9,0.2,0.5,291.492,17.1689025019455,12
"415","RPW",526,0.8,0.9,0.3,0,424.9306,19.6050865742021,12
"416","RPW",526,0.8,0.9,0.3,0.1,386.4284,17.2593355001341,12
"417","RPW",526,0.8,0.9,0.3,0.2,350.2912,14.6339337760486,12
"418","RPW",526,0.8,0.9,0.3,0.3,317.187,12.1563731738078,12
"419","RPW",526,0.8,0.9,0.3,0.4,288.5763,11.6253642187814,12
"420","RPW",526,0.8,0.9,0.3,0.5,265.8192,13.7710738727073,12
"421","RPW",526,0.8,0.9,0.4,0,420.6125,20.893908186118,12
"422","RPW",526,0.8,0.9,0.4,0.1,380.3433,19.6015271623593,12
"423","RPW",526,0.8,0.9,0.4,0.2,341.3314,17.6864426910984,12
"424","RPW",526,0.8,0.9,0.4,0.3,304.5812,14.8938171446716,12
"425","RPW",526,0.8,0.9,0.4,0.4,271.7107,12.2058225335441,12
"426","RPW",526,0.8,0.9,0.4,0.5,243.7401,11.7286703492261,12
"427","RPW",526,0.8,0.9,0.5,0,418.4951,21.5743116015809,12
"428","RPW",526,0.8,0.9,0.5,0.1,376.9778,20.9866946252889,12
"429","RPW",526,0.8,0.9,0.5,0.2,336.5972,19.5154871213546,12
"430","RPW",526,0.8,0.9,0.5,0.3,296.6517,17.6133929233134,12
"431","RPW",526,0.8,0.9,0.5,0.4,259.6673,14.704292989914,12
"432","RPW",526,0.8,0.9,0.5,0.5,226.3454,11.968058417397,12
